Linea,Orden,Nombre_Parada,ID_Parada,Lat,Lon
128,28,Winston Way Primary School,490008469Z,51.55966,0.08107
128,29,Hainault Street,490007657W,51.55967,0.07696
128,30,Redbridge Central Library,490008466Q1,51.55785,0.07405
128,31,High Road Ilford,490008470M,51.55814,0.07174
128,32,Ilford Station,490001157H,51.55893,0.0701
128,33,Beal Road,490013966J,51.5619,0.06819
128,34,Northbrook Road,490013331W,51.56448,0.06624
128,35,Valentines Park,490013988N,51.56767,0.06525
128,36,Bethell Avenue,490003947N,51.57029,0.06384
128,37,Beehive Lane,490003828N,51.57283,0.06511
128,38,Gants Hill Station / Cranbrook Road,490015202M,51.5759,0.06604
128,39,Gants Hill Station,490015200C,51.57728,0.06805
128,40,Shere Road,490012078N,51.57807,0.0706
128,41,Gantshill Crescent,490007110N,51.58054,0.07342
128,42,Beattyville Gardens,490007695N,51.58317,0.07611
128,43,Brandville Gardens,490007060N,51.58574,0.0788
128,44,Fremantle Road,490007012J,51.58988,0.08157
128,45,Barkingside High Street,490003612H,51.59025,0.08123
128,46,Mossford Lane,490010055W2,51.59101,0.07519
128,47,Beaminster Gardens,490003715W,51.59114,0.07154
128,48,Berkeley Avenue,490003919W,51.59125,0.06884
128,49,Rushden Gardens,490011795W,51.59146,0.06448
128,50,Couchmore Avenue,490005636W,51.59169,0.05749
128,51,Peel Drive,490010887W,51.59181,0.05423
128,52,Claybury Broadway,490005368S2,51.59078,0.0504
128,53,Claybury Broadway,490005368N,51.59103,0.04991
129,1,Magellan Boulevard,490002391MB,51.50706,0.07566
129,2,Gallions Reach Station,490002039B,51.50831,0.07249
129,3,Ferndale Street,490006804N1,51.51064,0.06897
129,4,Horse Leaze,490008378W,51.51185,0.06657
129,5,East Ham Manor Way,490006389W,51.5121,0.06337
129,6,Beckton Bus Station,490006317C,51.51431,0.05935
129,7,Kingsford Way,490008776W,51.51588,0.05503
129,8,Swallow Street,490013097W,51.51605,0.05243
129,9,Dove Approach,490006142W,51.51639,0.04712
129,10,Beckton District Park,490003748W,51.51655,0.04326
129,11,Fulmer Road,490007062S,51.51401,0.04235
129,12,Jasper Road,490014716S,51.51178,0.04625
129,13,Stansfeld Road / Royal Albert Dlr Stn,490012897S,51.51025,0.04746
129,14,Connaught Bridge,490007877E,51.50464,0.04093
129,15,London City Airport,490009269A,51.50305,0.05097
129,16,Connaught Bridge,490007877W,51.50452,0.04068
129,17,Thames Barrier,490013206W,51.5026,0.03646
129,18,Pontoon Dock Station,490009918W,51.50246,0.0324
129,19,Mill Road,490009438W,51.50213,0.02829
129,20,West Silvertown Station,490013434W,51.503,0.02265
129,21,Boord Street,490004146K,51.49543,0.00738
129,22,North Greenwich Station,490010374B,51.49967,0.00437
129,23,Millennium Village / Oval Square,490009887X,51.49403,0.01371
129,24,Millennium Village South,490009889Z,51.49186,0.01371
129,25,Millennium Leisure Park West,490013356E,51.49008,0.01305
129,26,Millennium Leisure Park East,490011853E,51.48917,0.01627
129,27,Kemsing Road,490006356W,51.48627,0.01631
129,28,Marlton Street,490009685W,51.4861,0.01296
129,29,Calvert Road,490003334W,51.48614,0.01102
129,30,Vanbrugh Hill,490007510A,51.48623,0.00885
129,31,Tyler Street,490005224L,51.48528,0.00559
129,32,Trafalgar Road / Maze Hill,490009754G,51.48363,0.00011
129,33,Trafalgar Estate,490013764T,51.48293,-0.00275
129,34,National Maritime Museum,490006196G,51.48146,-0.00712
129,35,Greenwich Town Centre / Nelson Road,490007506E,51.48086,-0.00887
129,36,Greenwich High Road / Royal Hill,490007513K,51.47909,-0.01022
129,37,Greenwich Station,490001123L,51.47826,-0.01145
129,38,Ashburnham Grove,490003411S,51.47498,-0.01335
129,39,Greenwich South Street / Blackheath Road,490015265S,51.47345,-0.01485
129,40,Sparta Street,490012371S,51.47152,-0.01485
129,41,Morden Hill,490010022D,51.46917,-0.0132
129,42,Blackheath Rise,490004068S,51.4676,-0.01171
129,43,Lewisham Station,490001177T,51.46519,-0.01196
129,44,Molesworth Street,490009963Q,51.46116,-0.01294
13,1,North Finchley Bus Station,490015443P,51.61266,-0.17691
13,2,Christchurch Avenue,490015271S,51.60999,-0.1809
13,3,Granville Road,490007373F4,51.60903,-0.18221
13,4,Victoria Park,490006642S,51.60678,-0.18572
13,5,Long Lane,490009322B,51.60414,-0.18947
13,6,Finchley Central Station,490000081D,51.60225,-0.19232
13,7,Hendon Lane,490008054H,51.59946,-0.19585
13,8,East End Road,490006337S,51.5979,-0.19734
13,9,Mountfield Road,490010079S,51.59411,-0.19888
13,10,Allandale Avenue,490005488S,51.59192,-0.1994
13,11,Henlys Corner,490008069S,51.59051,-0.19964
13,12,Addison Way,490003108S,51.58793,-0.19977
13,13,Childs Way,490005162S,51.58461,-0.19981
13,14,Temple Fortune Lane,490013192S,51.58155,-0.19887
13,15,Clifton Gardens,490005421S,51.58029,-0.19835
13,16,Hoop Lane,490008343S,51.57668,-0.19687
13,17,Golders Green Station,490015496GV,51.57296,-0.19564
13,18,Golders Green / Finchley Road,490007267GL,51.57096,-0.1952
13,19,Dunstan Road,490006262S,51.56799,-0.19481
13,20,Llanvanor Road,490009232S,51.56531,-0.19619
13,21,Childs Hill / Cricklewood Lane,490005160S2,51.56337,-0.197
13,22,Lyndale Avenue,490015362S,51.56006,-0.19695
13,23,Fortune Green Road,490006952S,51.55866,-0.19616
13,24,Burrard Road,490004626S,51.55595,-0.19408
13,25,Lyncroft Gardens,490012961S,51.55468,-0.19185
13,26,West End Lane,490014433S,51.55344,-0.18959
13,27,Alvanley Gardens,490003282S,51.55262,-0.1875
13,28,Langland Gardens,490008947S,51.55178,-0.18516
13,29,Finchley Road & Frognal Station,490001109FF,51.55014,-0.18237
13,30,O2 Centre,490007045FH,51.54795,-0.18049
13,31,Finchley Road Station,490000082FJ,51.54635,-0.17888
13,32,Finchley Road / College Crescent,490005487B,51.54453,-0.17565
13,33,Swiss Cottage Station,490000230D,51.54289,-0.17407
13,34,Boundary Road,490004185S,51.53933,-0.17569
13,35,Queen's Grove,490011336S,51.53678,-0.17614
13,36,St John's Wood Station,490005318C,51.53409,-0.17376
13,37,Lord's Cricket Ground,490009359S,51.53068,-0.16972
13,38,London Central Mosque,490010816P,51.52937,-0.16686
13,39,Alpha Close,490003269S,51.52756,-0.16467
13,40,London Business School,490011716S,51.5261,-0.16202
13,41,Baker Street Station,490000011A,51.52351,-0.15813
13,42,Dorset Street,490015021G,51.51997,-0.15646
13,43,Portman Square,490004096H,51.51712,-0.15514
13,44,Orchard Street / Selfridges,490010622L,51.51438,-0.15391
13,45,Marble Arch Station  / Park Lane,490000144R,51.51231,-0.15774
13,46,Dorchester Hotel,490006111S1,51.50842,-0.1541
13,47,London Hilton Hotel,490009277B,51.50537,-0.15089
13,48,Hyde Park Corner,490000119F,51.50209,-0.15068
13,49,Wilton Street,490014728S,51.49928,-0.14787
13,50,Buckingham Palace Rd / Bressenden Place,490004555P,51.49733,-0.14439
13,51,Victoria Station,490002139ZZ,51.49628,-0.14413
130,1,Vulcan Way,490015467Z,51.3437,-0.00559
130,2,Redstart Close,490011493S,51.3411,-0.00506
130,3,Calley Down Crescent,490004680W,51.33865,-0.00536
130,4,New Addington Baptist Church,490009926W,51.33918,-0.00899
130,5,Central Parade,490004928N,51.34013,-0.01399
130,6,New Addington Tram Stop,490010848N,51.34287,-0.01807
130,7,King Henry's Drive Tram Stop,490002050A,51.34581,-0.02104
130,8,Castle Hill Avenue,490013322N,51.34732,-0.022
130,9,Ivers Way,490008522E,51.3508,-0.02316
130,10,Netley Close,490010184E,51.35302,-0.0161
130,11,Merrow Way,490009824N,51.3542,-0.01389
130,12,Castle Hill School,490004844W,51.35623,-0.0158
130,13,The Lindens,490013449N,51.35784,-0.0171
130,14,North Walk,490010420W,51.35807,-0.02107
130,15,Foxcombe,490006968N,51.35626,-0.02172
130,16,Brierley,490013307W,51.3543,-0.02124
130,17,Applegarth,490003345W,51.3532,-0.02396
130,18,Addington Village Interchange,490003101D,51.35658,-0.03239
130,19,Addington Park,490003094W,51.35396,-0.03892
130,20,Gravel Hill Tram Stop,490002041A,51.35476,-0.04333
130,21,Heathfield Farm,490007993N,51.35632,-0.05085
130,22,Coombe Lane Tram Stop,490002024A,51.35941,-0.0556
130,23,Pine Coombe,490011005N,51.36444,-0.05197
130,24,Oaks Road,490010505N,51.36661,-0.05282
130,25,Shirley Windmill,490012103N,51.36962,-0.05453
130,26,Shirley Church Road,490012094N,51.37278,-0.05597
130,27,Shirley Park / Shirley Avenue,490012099N,51.37689,-0.06062
130,28,Shirley Clinic,490012098N,51.37866,-0.06187
130,29,Bingham Road,490004007N,51.38089,-0.06312
130,30,Oasis Academy,490003421N,51.38246,-0.06421
130,31,Ashburton Park,490003419D,51.38479,-0.06408
130,32,Woodside Tram Stop,490002086B,51.38699,-0.06414
130,33,Croydon Arena,490005852N,51.39086,-0.06552
130,34,South Norwood Leisure Centre,490012321N1,51.39283,-0.0668
130,35,Harrington Road,490013371N,51.39587,-0.06882
130,36,Norwood Junction Station,490001216E,51.39863,-0.07511
130,37,South Norwood Clock Tower,490012320A,51.39778,-0.07789
130,38,Selhurst Road / Park Road,490010805W,51.39696,-0.08059
130,39,Park Road,490020275NW,51.3977,-0.08321
130,40,Selhurst Park Stadium,490010818S,51.3992,-0.08643
130,41,Clifton Road,490005424R,51.39815,-0.0911
130,42,Thornton Heath Clock Tower,490015449H,51.39871,-0.09715
130,43,Parchmore Road,490015449E,51.3993,-0.09912
131,1,Fairfield Bus Station,490006705B2,51.41044,-0.29974
131,2,Eden Street,490006412E2,51.41015,-0.30251
131,3,Cromwell Road Bus Station,490005800A2,51.41236,-0.29887
131,4,Tiffin School / London Road,490013664C1,51.41074,-0.29601
131,5,Vicarage House,490014039E,51.41008,-0.29103
131,6,Cambridge Grove,490004703E,51.40882,-0.28626
131,7,Waters Road,490014286E,51.40714,-0.2829
131,8,Kingsmeadow,490008804E,51.40672,-0.28182
131,9,Archdale Place,490006079E,51.40458,-0.27724
131,10,California Road,490003361E,51.40353,-0.27432
131,11,Wellington Crescent,490014356E,51.40215,-0.26989
131,12,Elm Road / New Malden Baptist Church,490014411E,51.4009,-0.26584
131,13,St Joseph's Church,490012751E,51.39959,-0.26085
131,14,New Malden / Kingston Road,490015206M,51.39879,-0.25703
131,15,Walton Avenue,490010235F,51.39887,-0.25355
131,16,Queens Road,490011348E,51.39909,-0.25013
131,17,Shannon Corner / Rookwood Avenue,490011674E,51.39942,-0.24439
131,18,Shannon Corner / Burlington Road,490015435E,51.39981,-0.24155
131,19,Cavendish Avenue,490004884E,51.40022,-0.23911
131,20,West Barnes Level Crossing,490014399N,51.40299,-0.23672
131,21,Trafalgar Court,490013763N,51.40512,-0.23574
131,22,Farnham Gardens,490006761N,51.40766,-0.23534
131,23,Durham Road,490014397E,51.40972,-0.23384
131,24,Raynes Park Station,490001237C,51.40951,-0.23083
131,25,Raynes Park Methodist Church,490011457E,51.41063,-0.22874
131,26,Arterberry Road,490003392W1,51.41243,-0.22411
131,27,Lower Downs Road,490015361E,51.4136,-0.222
131,28,Albert Grove,490003155E,51.41518,-0.21949
131,29,Darlaston Road,490005961E,51.41716,-0.21621
131,30,Spencer Hill,490012378E,51.41923,-0.21266
131,31,Francis Grove,490006987N,51.4212,-0.20962
131,32,Wimbledon Station,490015472D,51.42066,-0.20543
131,33,The Polka Theatre,490013807E,51.41942,-0.19588
131,34,Merton Road,490009835J,51.41746,-0.19252
131,35,South Wimbledon Station,490000216D,51.41571,-0.19051
131,36,Abbey Road,490007938F,51.41611,-0.18536
131,37,Merton Abbey,490009830E,51.41642,-0.18153
131,38,Colliers Wood Station,490000055D,51.41889,-0.17755
131,39,Walpole Road,490014149N,51.42094,-0.17556
131,40,Longley Road,490009332H11,51.42339,-0.17306
131,41,Nutwell Street,490010468H8,51.42569,-0.17028
131,42,Tooting Broadway Station,490015513L,51.42738,-0.16881
132,1,North Greenwich Station,490010374D,51.50027,0.00291
132,2,Millennium Village / Oval Square,490009887X,51.49403,0.01371
132,3,Millennium Village South,490009889Z,51.49186,0.01371
132,4,Millennium Leisure Park West,490013356E,51.49008,0.01305
132,5,Millennium Leisure Park East,490011853E,51.48917,0.01627
132,6,Shooters Hill Road / Kidbrooke Park Road,490013014W2,51.47438,0.0227
132,7,Annesley Road,490003336S,51.47241,0.02278
132,8,Kidbrooke Park Close,490008703S,51.47064,0.02389
132,9,Dover Patrol,490013325R,51.46648,0.02812
132,10,Rochester Way / Kidbrooke Way,490008706E,51.4655,0.03161
132,11,Broad Walk,490004380E,51.46468,0.03397
132,12,Wendover Road,490004352E,51.46188,0.04003
132,13,Appleton Road,490003347E,51.46052,0.04518
132,14,Westhorne Avenue / St Barnabas Church,490014479E,51.46023,0.04715
132,15,Well Hall Road / Kidbrooke Lane,490008701S,51.45814,0.05014
132,16,Eltham Station  / Sherard Road,490001097D,51.45521,0.05122
132,17,Eltham Station  / Lassa Road,490006532E,51.45377,0.0516
132,18,Eltham Church / Well Hall Road,490006537G,51.45139,0.05228
132,19,Eltham High Street / Roper Street,490006537O,51.45076,0.05552
132,20,Eltham High Street / Pound Place,490006534Z,51.45089,0.0591
132,21,Eltham High Street / Westmount Road,490006548E,51.45087,0.06183
132,22,Bexley Road / Glenesk Road,490007227E,51.45175,0.06725
132,23,Leigh Stationers' Academy,490003505E,51.4518,0.07569
132,24,Riefield Road,490011582E,51.45108,0.07927
132,25,Rennets Wood Road,490011524E,51.4509,0.0845
132,26,Blackfen Road / Boundary Road,490004183E,51.45126,0.08902
132,27,Queenswood Road,490011373E,51.45168,0.09428
132,28,Blackfen Road / Days Lane,490004059E1,51.45083,0.10165
132,29,Blackfen Road / Westwood Lane,490004059E,51.45051,0.10417
132,30,Blackfen Road / Ramillies Road,490011404E2,51.45011,0.10705
132,31,Blackfen School For Girls,490004060E,51.44877,0.11457
132,32,Blackfen Road / Penhill Road,490004097E,51.44802,0.11792
132,33,Beechway,490003820E,51.4481,0.12437
132,34,Woodside Lane,490015608E,51.44702,0.12908
132,35,The Anchor,490003264E,51.44526,0.13306
132,36,Riverdale Road,490011596E,51.44458,0.13576
132,37,Cross Lane,490005810E,51.44321,0.14072
132,38,Parkhurst Road,490010778A,51.44286,0.14318
132,39,Bexley Station,490001024D,51.44172,0.14717
132,40,Bexley Library,490003984F,51.44239,0.1507
132,41,Hartford Road,490007872H,51.44486,0.15201
132,42,Gravel Hill Close,490007386N,51.44922,0.15638
132,43,Broomfield Road,490004489N,51.45142,0.15259
132,44,Halcot Avenue,490007662N,51.45294,0.15184
132,45,Bexleyheath / Highland Road,490003972W,51.45579,0.15006
132,46,Geddes Place,490003975W,51.45692,0.14753
133,1,Streatham Station,490001279E,51.42546,-0.13123
133,2,St Leonard's Church,490012761SQ,51.42854,-0.13115
133,3,Becmead Avenue,490003758O,51.43256,-0.12917
133,4,Kingscourt Road,490008765M,51.43449,-0.12862
133,5,Mount Ephraim Road,490010078K,51.43594,-0.12819
133,6,Streatham Hill Stn  / Streatham Hill,490001281B,51.43919,-0.12634
133,7,Barrhill Road,490003598S,51.44078,-0.12559
133,8,Telford Avenue,490013186TA,51.4426,-0.12476
133,9,Christchurch Road,490005234N,51.44459,-0.12475
133,10,Holmewood Road,490008310N,51.44692,-0.12479
133,11,New Park Road,490015218N,51.44886,-0.12385
133,12,Jebb Avenue / Brixton Prison,490008544N,51.45108,-0.12214
133,13,Blenheim Gardens,490004101N,51.45428,-0.12014
133,14,Rush Common,490011793N,51.4571,-0.11833
133,15,Lambeth Town Hall,490008919Y,51.45962,-0.11674
133,16,Brixton Station,490000031S,51.46214,-0.11528
133,17,Brixton Road / Brixton Police Station,490007523E,51.46538,-0.11398
133,18,Villa Road,490014085N,51.46742,-0.11292
133,19,Loughborough Road,490009373N1,51.46958,-0.11261
133,20,Groveway,490007587N,51.47288,-0.11288
133,21,Hillyard Street,490008248N,51.47474,-0.11305
133,22,Vassall Road,490014013N,51.47731,-0.11244
133,23,St Mark's Church,490008642H,51.48064,-0.11106
133,24,Kennington Road,490008645Y,51.48516,-0.10954
133,25,Kennington Station,490000121B,51.48761,-0.10679
133,26,Penton Place,490010925N,51.48997,-0.10438
133,27,Newington Butts,490010223N,51.49168,-0.10283
133,28,Elephant & Castle Station,490000073S,51.49396,-0.10072
133,29,Elephant & Castle / Newington Causeway,490000073F,51.49643,-0.09998
133,30,Inner London Crown Court,490012354N,51.49859,-0.09783
133,31,Borough Station,490000026C,51.50088,-0.09394
133,32,Union Street,490013910G,51.50304,-0.09203
133,33,London Bridge,490000139M,51.5067,-0.08833
133,34,Monument Station,490009267D,51.50955,-0.08731
133,35,Bank Station  / King William Street,490000013F,51.51226,-0.08805
133,36,Poultry / Bank Station,490007596L,51.51365,-0.09155
133,37,Bread Street,490015124Z,51.51419,-0.09505
133,38,St Paul's Station,490000225T,51.51525,-0.09851
133,39,City Thameslink Station,490001067R,51.51648,-0.10291
133,40,Holborn Circus,490015096L,51.51753,-0.10651
133,41,Holborn Circus / Fetter Lane,490008275G,51.51777,-0.10875
133,42,Chancery Lane Station,490000044F,51.51816,-0.11218
133,43,Brownlow Street,490004514W,51.51811,-0.11464
133,44,Holborn Station,490015239K,51.51767,-0.11848
133,45,Drake Street,490002402ZW,51.51854,-0.11924
134,1,North Finchley Bus Station,490015518E,51.61334,-0.17594
134,2,North Finchley High Road,490010369G,51.61243,-0.17487
134,3,Grove Road,490007575E,51.61164,-0.17146
134,4,Woodhouse College,490008250E,51.61155,-0.16707
134,5,Lewes Road,490009102E,51.6116,-0.16413
134,6,Colney Hatch Lane,490007030E,51.61242,-0.15977
134,7,Friern Barnet Road,490007029S,51.6121,-0.15745
134,8,Hillside Avenue,490003443S,51.61123,-0.15504
134,9,North Circular Road,490010327S,51.60757,-0.1524
134,10,Cromwell Road,490007714S,51.60541,-0.14924
134,11,Pembroke Road / St Peters Church,490010896S,51.60205,-0.14788
134,12,Wilton Road,490014725S,51.59997,-0.14748
134,13,Alexandra Park Road,490003212S,51.59604,-0.14519
134,14,Muswell Hill,490015186B,51.59164,-0.14276
134,15,Queens Avenue,490015187E,51.59071,-0.14287
134,16,Fortis Green Road,490005250N,51.58896,-0.14588
134,17,Woodside Avenue,490015530S2,51.58706,-0.1469
134,18,Cranley Gardens,490005712S1,51.5857,-0.14703
134,19,Onslow Gardens,490010602S,51.58362,-0.14663
134,20,Highgate Wood,490008161S,51.58132,-0.14673
134,21,Wood Lane / Highgate Station,490014875D,51.57859,-0.14742
134,22,Highgate Station,490000109S,51.577,-0.14553
134,23,Southwood Avenue,490012359S,51.57558,-0.14298
134,24,Northwood Road,490010433S,51.57342,-0.14094
134,25,Langdon Park Road,490008943S,51.57167,-0.1393
134,26,Waterlow Road,490014277Q,51.56879,-0.13649
134,27,Archway Station,490000008W,51.56483,-0.13482
134,28,Pemberton Gardens,490003989Z,51.56203,-0.13637
134,29,Monnery Road,490009985S,51.55975,-0.13743
134,30,Tufnell Park Station,490015053C,51.55741,-0.13811
134,31,Lady Somerset Road,490008904S1,51.55475,-0.1399
134,32,Fortess Walk,490008662G,51.55251,-0.14099
134,33,Kentish Town Station,490000123A,51.55021,-0.14072
134,34,Kentish Town Post Office,490007082K,51.54819,-0.14115
134,35,Kentish Town Road / Prince of Wales Road,490011199S,51.54593,-0.14166
134,36,Royal College Street,490011755S,51.5442,-0.14143
134,37,Camden Gardens,490004713D,51.54197,-0.14103
134,38,Camden Town Station,490000036S,51.5398,-0.14135
134,39,Pratt Street,490011168S2,51.53715,-0.13952
134,40,Mornington Crescent Station,490000152C,51.53344,-0.13862
134,41,Silverdale,490012158S,51.53074,-0.1386
134,42,William Road,490010158S,51.52707,-0.13852
134,43,Warren Street Station  / Euston Road,490015042U,51.52581,-0.13847
134,44,University College Hospital / Euston Rd,490000252E,51.52519,-0.13714
135,1,Crossharbour Asda,490008507N2,51.4945,-0.01381
135,2,Crossharbour Station,490002025A,51.49642,-0.01423
135,3,Harbour Exchange Square,490007777N,51.4995,-0.01356
135,4,Jack Dash House,490008529E,51.49986,-0.00976
135,5,Stewart Street,490013513S,51.499,-0.00928
135,6,St John's Park,490012736S,51.49709,-0.00949
135,7,Cubitt Town School,490005878S,51.49434,-0.00828
135,8,Pier Street,490010999S,51.49231,-0.0062
135,9,Christ Church Isle of Dogs,490007241S,51.48946,-0.0065
135,10,Island Gardens Station,490002048Z,51.48778,-0.00972
135,11,East Ferry Road,490006345W,51.48723,-0.01264
135,12,Mudchute Station  / Spindrift Ave,490002061B,51.48956,-0.01421
135,13,Telegraph Place,490013184W,51.49103,-0.01916
135,14,St Edmund's School,490012438N,51.49104,-0.02367
135,15,Crews Street,490008757N,51.49275,-0.02495
135,16,Arnhem Wharf Primary School,490006092N,51.49458,-0.02526
135,17,Sir John Mcdougall Gardens,490012181N,51.497,-0.02589
135,18,Barkantine Clinic / Hutchings Street,490003602N,51.49835,-0.02599
135,19,Byng Street,490009545N,51.50035,-0.02615
135,20,Marsh Wall / Heron Quay,490005323N,51.50235,-0.02599
135,21,Canary Wharf Station,490016668K,51.50287,-0.01819
135,22,Canada Square South / Canary Wharf Stn,490000038J,51.50448,-0.01879
135,23,Canary Wharf Station,490000038G,51.50472,-0.02105
135,24,West India Avenue,490014483E,51.50546,-0.02518
135,25,Westferry Circus / Canary Wharf Pier,490014457B,51.50537,-0.027
135,26,Westferry Station,490014459B,51.50919,-0.02689
135,27,Salter Street,490011878N,51.51009,-0.02674
135,28,Limehouse Police Station,490014484N,51.51108,-0.02764
135,29,Limehouse Town Hall,490009160W,51.51223,-0.031
135,30,Lowell Street,490009403W,51.51241,-0.03432
135,31,Limehouse Station,490001180W,51.51272,-0.04052
135,32,Stepney Methodist Church,490012669W,51.51311,-0.04345
135,33,Marion Richardson School,490009655W,51.51311,-0.04596
135,34,Exmouth Estate,490006692W,51.51354,-0.04939
135,35,St Mary's & St Michael's Church,490012782W,51.51403,-0.05264
135,36,Watney Market,490014308E,51.5144,-0.05706
135,37,New Road,490010255W,51.51466,-0.06091
135,38,Henriques Street,490009276W,51.51474,-0.06526
135,39,Aldgate East Station,490000004W,51.51465,-0.07321
135,40,Duke's Place,490006229ZY,51.51457,-0.07863
135,41,Liverpool Street Station,490000138F,51.51749,-0.08064
135,42,Primrose Street,490011187N,51.51994,-0.07915
135,43,Shoreditch High Street Station,490005524E,51.52189,-0.07838
135,44,Curtain Road,490005910A,51.524,-0.07986
135,45,Ravey Street,490011448Z,51.52542,-0.08248
135,46,Old Street Station,490000169L,51.52608,-0.0854
135,47,Old Street Station,490010109E,51.52645,-0.08805
135,48,Moorfields Eye Hospital,490011249A,51.52822,-0.08881
136,1,Grove Park Station,490015256D,51.43063,0.02038
136,2,The Green,490013390W,51.43026,0.01597
136,3,Northover,490010393S,51.42812,0.01356
136,4,Downham Way / Southover,490012324W,51.42547,0.01332
136,5,Headcorn Road,490007977W,51.42418,0.01069
136,6,Downham Way / Valeswood Road,490013993W,51.4247,0.00766
136,7,St Barnabas Hall,490012635W,51.42593,0.00442
136,8,Glenbow Road,490007221W,51.42571,0.00132
136,9,Rangefield Road,490011423W,51.42467,-0.00244
136,10,Bromley Road / Downham Way,490004430N,51.42479,-0.00435
136,11,Old Bromley Road,490010528N,51.42616,-0.00678
136,12,Green Man Community Hub,490012286N1,51.42681,-0.00994
136,13,Southend Lane,490013572N,51.429,-0.01405
136,14,Catford Police Station,490004866N,51.43101,-0.01559
136,15,Bellingham Road,490003852A,51.43257,-0.01742
136,16,Newquay Road,490010248N,51.43655,-0.01848
136,17,Inchmery Road,490005020N,51.4384,-0.01924
136,18,Bargery Road,490003596N,51.44054,-0.02071
136,19,Bromley Road / Lewisham Town Hall,490015150W,51.44381,-0.02046
136,20,The Catford Centre,490013282A,51.44711,-0.01873
136,21,Rosenthal Road,490011703HE,51.44921,-0.01726
136,22,Mount Pleasant Road,490007163HF,51.45184,-0.01691
136,23,Lewisham Hospital,490009109HH,51.45286,-0.01658
136,24,Lewisham Park,490009113HJ,51.45455,-0.01611
136,25,Lewisham Fire Station,490009111HL,51.4572,-0.01362
136,26,Lewisham Centre,490009105U,51.46043,-0.01119
136,27,Lewisham Clock Tower,490011522ZE,51.46253,-0.01012
136,28,Lewisham Station,490001177S,51.46523,-0.01235
136,29,Lewisham Station   / Loampit Vale,490001177F,51.46448,-0.01413
136,30,Loampit Vale / Jerrard Street,490008549W,51.46497,-0.01747
136,31,Undercliff Road,490013896W,51.4667,-0.02161
136,32,Lewisham College,490009107W,51.4683,-0.02556
136,33,Lucas Street,490009441W,51.4707,-0.02942
136,34,Malpas Road,490009530N,51.47174,-0.03075
136,35,Amersham Road,490003298N,51.47353,-0.03344
136,36,Marquis of Granby / Goldsmiths,490007276Y,51.47505,-0.03533
136,37,New Cross Gate Station,490000156O,51.47505,-0.03947
136,38,New Cross Bus Garage,490010204K,51.47425,-0.04526
136,39,New Cross Fire Station,490010205A,51.47389,-0.04872
136,40,Pomeroy Street,490011088QA,51.47305,-0.05208
136,41,Queen's Road Peckham Station,490001233QB,51.4736,-0.05918
136,42,Carlton Grove,490004799QC,51.47393,-0.06175
136,43,Clayton Road,490005382J,51.47295,-0.06561
136,44,Hanover Park,490011842R,51.47267,-0.06982
136,45,Harris Academy,490014252W,51.4737,-0.07331
136,46,Peckham Road / Southampton Way,490012248W,51.4742,-0.07655
136,47,Southampton Way Estate,490012249N,51.47694,-0.08024
136,48,Sedgmoor Place,490011974N,51.47767,-0.08171
136,49,Cottage Green,490005631N,51.47951,-0.08546
136,50,St George's Way / Burgess Park,490012710N,51.48233,-0.08577
136,51,Albany Road / Wells Way,490003143E,51.48424,-0.08526
136,52,Alsace Road,490003274N,51.48727,-0.08489
136,53,East Street,490013658N1,51.48923,-0.08664
136,54,Balfour Street,490003557N,51.49134,-0.08992
136,55,Larcom Street,490015379N,51.49171,-0.09166
136,56,Elephant Park,490000715Z,51.49232,-0.09593
136,57,Hampton Street,490007739N,51.49223,-0.09838
136,58,Elephant & Castle Station,490000073S,51.49396,-0.10072
136,59,Elephant & Castle / Newington Causeway,490000073F,51.49643,-0.09998
137,1,Telford Avenue,490013186TA,51.4426,-0.12476
137,2,Christchurch Road,490005234N,51.44459,-0.12475
137,3,Streatham Place,490012931W,51.44596,-0.12687
137,4,Atkins Road / New Park Road,490010243W,51.44716,-0.12954
137,5,Kings Avenue / Atkins Road,490003472N,51.4484,-0.13177
137,6,Thorncliffe Road,490013621N,51.45166,-0.13055
137,7,Clarence Avenue,490005350N,51.45459,-0.12955
137,8,Lyham Road,490009460N,51.45787,-0.12906
137,9,Bedford Road,490003796D,51.45965,-0.12974
137,10,Park Hill,490010776W,51.45959,-0.13397
137,11,Clapham Common Station,490000050K,51.46152,-0.13821
137,12,Long Road / Clapham Common,490015236M,51.4611,-0.14036
137,13,Rookery Road,490011673W,51.46118,-0.14454
137,14,Cedars Road / Clapham Common North Side,490004912N,51.46206,-0.14922
137,15,Sacred Heart House,490005919N,51.46432,-0.14996
137,16,Wandsworth Road,490015538N1,51.46556,-0.15034
137,17,Queenstown Road / Wandsworth Road,490014192N2,51.46685,-0.15072
137,18,Prairie Street,490011163N,51.47068,-0.14946
137,19,Silverthorne Road,490012161N,51.47284,-0.14854
137,20,Queenstown Road Station,490001234N,51.47432,-0.14702
137,21,Battersea Park Station,490001016D,51.47695,-0.14846
137,22,Sopwith Way,490012235N,51.48001,-0.14897
137,23,Battersea Park / Chelsea Gate,490005064N,51.48338,-0.14971
137,24,Lister Hospital,490009205N,51.48635,-0.1508
137,25,Royal Hospital Chelsea,490005063N,51.48833,-0.15397
137,26,Royal Hospital Road,490011763N,51.48995,-0.15647
137,27,Sloane Square Station,490000206K,51.49145,-0.15749
