Linea,Orden,Nombre_Parada,ID_Parada,Lat,Lon
1,1,Royal Free Hospital,490011760D,51.55395,-0.16551
1,2,Rosslyn Hill,490011714E,51.55344,-0.16829
1,3,Haverstock Hill / Pond Street,490015255F,51.55227,-0.1673
1,4,Belsize Park Station,490000020L,51.55075,-0.16519
1,5,Downside Crescent,490006180S,51.55003,-0.16387
1,6,Upper Park Road,490013939S,51.54875,-0.16172
1,7,Haverstock Hill / Steele's Village,490012664S,51.54644,-0.1572
1,8,Chalk Farm Road / Morrisons,490004963CE,51.54311,-0.14974
1,9,Camden Market,490002364ZH,51.54264,-0.14761
1,10,Hawley Road,490007927M,51.54288,-0.14355
1,11,Camden Gardens,490004713D,51.54197,-0.14103
1,12,Camden Town Station / Camden Street,490000036R,51.54,-0.14063
1,13,Camden Town Station  / Bayham Street,490015531T,51.53867,-0.14092
1,14,Pratt Street,490011168S1,51.53696,-0.13933
1,15,Mornington Cres Stn / Camden Tn Library,490000152G,51.53414,-0.1381
1,16,Aldenham Street,490003174S,51.53199,-0.13576
1,17,Euston Station,490000077B,51.52861,-0.13213
1,18,Upper Woburn Place,490012867M,51.52681,-0.13011
1,19,Tavistock Square,490013170S,51.5249,-0.12806
1,20,Russell Square Station,490000200J,51.52335,-0.12629
1,21,Southampton Row,490005624S,51.52105,-0.12349
1,22,Southampton Row / Theobald's Road,490013477A,51.51851,-0.12062
1,23,Kingsway / Holborn Station,490000112M,51.51674,-0.11976
1,24,Aldwych / Drury Lane,490019703Z,51.51226,-0.11881
1,25,Waterloo Bridge / South Bank,490014271N,51.5065,-0.11492
1,26,Waterloo Station   / Waterloo Road,490000254E,51.50359,-0.11143
1,27,The Old Vic,490013485S1,51.50134,-0.10875
1,28,St George's Circus,490012693S2,51.49916,-0.10628
1,29,Elephant & Castle  / London Road,490009281E,51.4961,-0.10133
1,30,Elephant & Castle / New Kent Road,490000073K,51.49506,-0.09871
1,31,Rodney Place,490011632BA,51.49422,-0.09444
1,32,Bricklayer's Arms / New Kent Road,490003658BC,51.49441,-0.08769
1,33,Bricklayer's Arms / Tower Bridge Road,490004315BH,51.49563,-0.08346
1,34,Grigg's Place,490007533E,51.49643,-0.08067
1,35,Fendall Street,490006792E,51.49568,-0.07824
1,36,Spa Road,490012367E,51.49482,-0.07619
1,37,Alscot Road,490003275E,51.49368,-0.07436
1,38,Harris Academy,490003533E,51.4928,-0.07112
1,39,Southwark Park Road / St James's Road,490012353E,51.49237,-0.06566
1,40,Anchor Street,490003311E,51.49217,-0.06139
1,41,Lynton Road,490009482S,51.49057,-0.0599
1,42,Galleywall Road / South Bermondsey Stn,490007086B,51.48904,-0.05804
1,43,Beamish House,490003716E,51.48961,-0.0564
1,44,Corbetts Lane,490005603E,51.49094,-0.05318
1,45,Warndon Street,490014228E,51.49112,-0.05053
1,46,Surrey Quays Station,490000229O,51.49285,-0.04792
1,47,Gomm Road,490011723P,51.49545,-0.05137
1,48,Canada Water Bus Station,490004733D,51.49814,-0.04994
100,1,King Edward Street / St Pauls Station,490008743N,51.51655,-0.09864
100,2,Little Britain,49008743N1,51.51761,-0.09807
100,3,London Wall,490010130E,51.51758,-0.09519
100,4,London Wall / Moorgate Station,490015208A,51.51758,-0.08975
100,5,All Hallows Church,490003172A,51.51669,-0.08478
100,6,Wormwood Street,490004043P,51.51631,-0.08225
100,7,St Botolph Street,490000003B,51.51495,-0.07514
100,8,Aldgate Station,490000003R,51.51408,-0.07493
100,9,Minories,490005818K,51.51275,-0.07556
100,10,Tower Hill / Tower Gateway Station,490015074Z,51.50981,-0.07308
100,11,St Katharine Docks,490014944E,51.50844,-0.07168
100,12,The Highway,490014016S,51.50861,-0.06729
100,13,Nesham Street,490010178S,51.5069,-0.06649
100,14,Hermitage Wall,490008089E,51.50522,-0.06497
100,15,Sampson Street,490014210E,51.50391,-0.06366
100,16,Dundee Street,490006246E,51.50337,-0.06061
100,17,Wapping Station,490014208E,51.50397,-0.05678
100,18,Wapping Health Centre,490014209N,51.50581,-0.05868
100,19,Tobacco Dock,490013687K,51.50934,-0.05886
100,20,St Paul's Church,490012457E,51.5098,-0.05318
100,21,Glamis Place,490007207N,51.51021,-0.05051
100,22,King David Lane,490008734W,51.51068,-0.05284
100,23,Shadwell Station,490000202A,51.51097,-0.05554
100,24,St George's Town Hall / Shadwell Stn,490012020A,51.51104,-0.05856
101,1,Woodbine Place,490014816E,51.57695,0.02679
101,2,Wanstead High St / Wanstead Station,490000250D,51.57675,0.02739
101,3,Wanstead Station  / George Green,490015125C,51.57494,0.02653
101,4,Felstead Road,490006778S,51.57242,0.02364
101,5,Bush Road,490004653S,51.57041,0.02355
101,6,Blake Hall Crescent,490004087S,51.56585,0.02494
101,7,Queenswood Gardens,490011372S,51.56409,0.02575
101,8,Park Road,490010812E,51.56303,0.03195
101,9,Herongate Road,490008095S,51.562,0.03562
101,10,Empress Avenue,490006566S,51.56102,0.03756
101,11,Merlin Road,490009816S,51.56018,0.03923
101,12,City of London Cemetery,490014205S,51.55866,0.04258
101,13,Capel Road,490004769Z,51.55451,0.04651
101,14,Manor Park Station,490001189S,51.55283,0.04665
101,15,Romford Road,490011661S,51.5514,0.04727
101,16,Cranbourne Road,490005694D,51.54968,0.04828
101,17,Berkeley Road,490003921S,51.54649,0.04884
101,18,Ruskin Avenue,490011801S1,51.54537,0.04944
101,19,Shelley Avenue,490012058S1,51.54345,0.04993
101,20,Gladstone Avenue,490007200F,51.54155,0.05057
101,21,East Ham Station,490000068A,51.54003,0.05097
101,22,Bendish Road,490003888N,51.53754,0.05171
101,23,Ron Leighton Way,490011001M,51.53553,0.05136
101,24,High Street North,490006360R,51.53292,0.05309
101,25,Newham Town Hall,490010218V,51.53188,0.05529
101,26,Market Street,490009662S,51.53059,0.0559
101,27,East Ham / Central Park,490006358S1,51.52739,0.05636
101,28,Vicarage Lane,490014040S,51.52517,0.05708
101,29,East Ham Fire Station,490006359S,51.52365,0.05755
101,30,Lonsdale Avenue,490009348S,51.52124,0.05849
101,31,Albatross Close,490003747S,51.51844,0.05995
101,32,Tollgate Road,490013691E,51.51648,0.06042
101,33,Beckton Bus Station,490006317A,51.51407,0.0597
102,1,Edmonton Green Bus Station,490009983G,51.62541,-0.059
102,2,Edmonton Police Station,490006445A,51.62265,-0.06135
102,3,Shrubbery Road,490011968S,51.62113,-0.06179
102,4,Brettenham Road,490010801G,51.61787,-0.06316
102,5,Angel Corner,490015189D,51.61669,-0.0636
102,6,Angel Corner / Silver Street Station,490003324A,51.61458,-0.06557
102,7,Pymmes Park,490010388N,51.61521,-0.0721
102,8,North Middlesex Hospital,490009357P,51.61622,-0.07729
102,9,Millfield Theatre & Arts Centre,490015617W,51.61663,-0.08026
102,10,Cambridge Roundabout / East Side,490013440W,51.61603,-0.08582
102,11,Cambridge Roundabout / West Side,490004712W2,51.61618,-0.08842
102,12,Ulster Gardens,490013893W,51.61609,-0.09181
102,13,Chequers Way,490005091W,51.61594,-0.09496
102,14,Melville Gardens,490009800W,51.61389,-0.1031
102,15,Palmers Green / Green Lanes,490007476V,51.61252,-0.1071
102,16,Palmerston Road,490007476W,51.6123,-0.11096
102,17,Pymmes Road,490003564W,51.61232,-0.11795
102,18,Bowes Road,490004490S,51.61209,-0.12173
102,19,York Road,490015014S,51.60963,-0.12276
102,20,Bounds Green Station,490000028D,51.60754,-0.12365
102,21,Woodfield Way,490014844S,51.60487,-0.12733
102,22,Albert Road,490003158S,51.60167,-0.1316
102,23,Victoria Road,490014061S,51.60007,-0.13499
102,24,Rosebery Road,490011684S,51.59848,-0.13829
102,25,St Andrew's Church,490014757W,51.59755,-0.14168
102,26,Colney Hatch Lane,490005509S,51.59568,-0.1447
102,27,Muswell Hill,490015186B,51.59164,-0.14276
102,28,Princes Avenue,490015187H,51.5901,-0.1438
102,29,Muswell Hill Road,490010135L,51.58978,-0.14578
102,30,Birchwood Avenue,490004017K,51.59095,-0.14841
102,31,Midhurst Avenue,490006947W,51.59093,-0.15363
102,32,Twyford Avenue,490013880L,51.59008,-0.16003
102,33,Fairlawn Avenue,490013254J,51.5889,-0.16392
102,34,East Finchley Station,490000067H,51.58689,-0.16405
102,35,Great North Road,490007410B,51.58577,-0.16449
102,36,Belvedere Court,490003881W,51.58414,-0.16962
102,37,Monarch Court,490009967W,51.58481,-0.17381
102,38,Blandford Close,490004093W,51.58533,-0.17881
102,39,Market Place,490009659W,51.58567,-0.18184
102,40,Eastholm,490014478W,51.5862,-0.18651
102,41,Brookland Rise,490004463W,51.58674,-0.19074
102,42,Beaufort Drive,490003723W,51.58849,-0.19482
102,43,Henlys Corner,490008069W,51.58957,-0.19822
102,44,Addison Way,490003108S,51.58793,-0.19977
102,45,Childs Way,490005162S,51.58461,-0.19981
102,46,Temple Fortune Lane,490013192S,51.58155,-0.19887
102,47,Clifton Gardens,490005421S,51.58029,-0.19835
102,48,Hoop Lane,490008343S,51.57668,-0.19687
102,49,Golders Green Station,490015496GV,51.57296,-0.19564
102,50,Hodford Road,490008268GO,51.57178,-0.19668
102,51,Dunstan Road,490006263W,51.56862,-0.20287
102,52,The Vale / Hendon Way,490013578W,51.56738,-0.20524
102,53,Hendon Way,490008059W,51.5684,-0.20848
102,54,Cleveland Gardens,490010916W,51.56707,-0.21111
102,55,Caney Mews,490010914N,51.56492,-0.21659
102,56,Clitterhouse Road South,490008053N,51.56727,-0.2182
102,57,Clitterhouse Road North,490005435N,51.56873,-0.2188
102,58,Claremont Way,490005434N,51.57128,-0.21936
102,59,Mapledown School,490009624V,51.57384,-0.22069
102,60,Brent Cross Shopping Centre,490004282A,51.57564,-0.22353
103,1,Chase Cross,490005032E,51.60391,0.17925
103,2,Campbell Close,490004726S,51.60244,0.18027
103,3,Garry Way,490007128S,51.60104,0.17928
103,4,Moray Way,490010016S,51.59891,0.1767
103,5,Mashiters Hill,490009715S,51.59626,0.17536
103,6,Heather Close,490007988E,51.59526,0.1784
103,7,Heather Gardens,490007989S,51.59325,0.18113
103,8,Pettits Lane,490010973W,51.59167,0.18083
103,9,Ashmour Gardens,490003445W,51.5896,0.17749
103,10,North Street,490007918W,51.58686,0.17359
103,11,Romford Bus Garage,490011658S,51.58372,0.17483
103,12,The Avenue,490013240S,51.58186,0.17678
103,13,Romford Market,490011659E,51.58067,0.18213
103,14,Mercury Gardens,490009810K,51.5791,0.18512
103,15,Western Road,490014452Q,51.57713,0.18408
103,16,Romford Station,490001243T,51.57443,0.18385
103,17,Rom Valley Way,490011667HD,51.57138,0.18216
103,18,Oldchurch Rise,490015408E1,51.57036,0.17751
103,19,Crow Lane,490005834S,51.56882,0.17552
103,20,Norwood Avenue,490011798S2,51.56616,0.17642
103,21,Rush Green Road / Dagenham Road,490005927W,51.56537,0.17502
103,22,Leonard Avenue,490009090W,51.56467,0.16971
103,23,Clayton Road,490005381W,51.56371,0.16565
103,24,Barton Avenue,490003660W,51.56319,0.16223
103,25,Cu London University / Wood Lane,490005923P,51.56186,0.15594
103,26,Cu London University / Rainham Rd North,490007042M,51.56033,0.1549
103,27,Bull Lane,490004570S,51.55794,0.15861
103,28,Woodshire Road,490004929S,51.55495,0.15985
103,29,Rainham Road South / Dagenham Road,490010704S,51.55031,0.16167
103,30,Victoria Road,490014063S,51.54811,0.16348
103,31,Reede Road,490011497S,51.54624,0.16511
103,32,Dagenham East Station,490000058B,51.54449,0.16617
103,33,Aldborough Road,490009581S,51.541,0.16554
103,34,Ballards Road,490003566E,51.5384,0.16725
103,35,Leys Avenue,490009126E,51.53744,0.17003
103,36,York Road,490015012E,51.53647,0.17442
103,37,Thorogood Way,490013640E,51.53492,0.17879
103,38,Fyfield Road,490007074E,51.53234,0.18482
103,39,Nelson Road,490010169E,51.53044,0.18785
103,40,Cherry Tree Lane,490005098E,51.52868,0.19021
103,41,Ingrebourne Hill Country Park,490003339S,51.52587,0.19247
103,42,Dovers Corner,490006153K,51.52276,0.19102
103,43,Rainham War Memorial,490011396D,51.51872,0.18986
103,44,Rainham Station,490001235W,51.51702,0.19094
104,1,Stratford Bus Station,490012904D,51.54052,-0.00184
104,2,Stratford Broadway,490012903Z,51.54037,0.00268
104,3,Barnby Street,490014466S,51.53756,0.00595
104,4,Stratford Park,490006045E,51.53723,0.0072
104,5,Amity Road,490003309E,51.53724,0.01166
104,6,Park Road,490010796E,51.537,0.01613
104,7,Park Grove,490010796G,51.53695,0.01978
104,8,Upton Lane,490013957E,51.53716,0.02276
104,9,St Antony's Road,490012582E,51.53737,0.02702
104,10,Lucas Avenue,490009440E,51.53758,0.03023
104,11,Plashet Road,490011052M,51.5377,0.03336
104,12,Upton Park Station,490000245B,51.53605,0.03519
104,13,Queens Market,490011338S,51.53413,0.03602
104,14,Upton Park / Boleyn,490013958F,51.53066,0.03787
104,15,Creighton Avenue,490004930E,51.52856,0.04142
104,16,Haldane Road,490009346HP,51.52479,0.04302
104,17,Hatherley Gardens,490009346E,51.52329,0.04268
104,18,Lonsdale Close,490009349E,51.52253,0.04865
104,19,Sandford Road,490011902E,51.52196,0.05293
104,20,Albatross Close,490003747S,51.51844,0.05995
104,21,Tollgate Road,490013691E,51.51648,0.06042
104,22,Beckton Bus Station,490006317A,51.51407,0.0597
105,1,Rockware Avenue / Greenford Station,490000092W2,51.5428,-0.3453
105,2,Greenford Station,490015198B,51.54201,-0.34617
105,3,Birkbeck Avenue,490004030NN,51.54048,-0.34779
105,4,Courthope Road,490005659OO,51.53788,-0.3488
105,5,Cowgate Road,490005687DD,51.53453,-0.3472
105,6,Costons Lane,490005626S,51.53092,-0.3503
105,7,Ruislip Road East,490007441G,51.52804,-0.35201
105,8,Oldfield Lane South,490007446A,51.52808,-0.35472
105,9,Pembroke Road,490010897E2,51.5287,-0.35983
105,10,Beechwood Avenue,490006370W,51.5308,-0.36456
105,11,Ruislip Road,490011786S,51.53127,-0.36644
105,12,Avon Road,490003518S,51.5282,-0.36737
105,13,Ash Grove,490003435W,51.52423,-0.3652
105,14,Rutland Road,490011824W,51.52225,-0.37057
105,15,Allenby Road,490005613S,51.51953,-0.36804
105,16,Dormers Avenue,490006131S,51.51789,-0.36872
105,17,Telford Road,490006132E,51.51607,-0.36466
105,18,Masefield Avenue,490009712W,51.51509,-0.36602
105,19,Kingsley Avenue,490008790Y,51.51519,-0.37018
105,20,North Road,490004807B,51.51578,-0.37326
105,21,North Avenue,490010317D,51.51419,-0.37546
105,22,Lady Margaret Road / Southall Broadway,490003276F,51.51204,-0.37548
105,23,Southall Broadway,490012241L,51.51037,-0.37595
105,24,Park Avenue,490010754Q,51.5078,-0.37793
105,25,Southall Station,490001255O,51.50554,-0.3789
105,26,The Green,490013388M,51.50244,-0.38137
105,27,King Street,490008833F,51.50041,-0.38297
105,28,Montague Waye,490013052W2,51.49985,-0.38642
105,29,Derley Road,490006056W,51.49868,-0.39218
105,30,Brent Road,490012133W,51.49786,-0.39447
105,31,Wentworth Road,490014393W2,51.49687,-0.39891
105,32,Navigator Park,490007802S,51.4965,-0.40092
105,33,Heston Centre,490008113S,51.49348,-0.40202
105,34,Cranford Community School,490005703S,51.48672,-0.40533
105,35,Quinton Close,490005706N,51.48476,-0.40615
105,36,The Parkway,490013494S,51.48335,-0.40863
105,37,The Avenue,490013235S,51.4802,-0.41041
105,38,Waye Avenue,490005704W,51.48047,-0.41434
105,39,Craneswater,490013596W,51.481,-0.42081
105,40,Oxford Avenue,490010677W1,51.48066,-0.42515
105,41,Harlington Corner,490007811D,51.48058,-0.43562
105,42,Mondial Way,490004149W,51.48098,-0.44459
105,43,Nene Road,490012176W,51.48106,-0.44771
105,44,Heathrow Central Bus Station,490008016S,51.47154,-0.45259
106,1,Finsbury Park Interchange,490000083H,51.56484,-0.10561
106,2,City & Islington College,490006847N,51.56402,-0.10295
106,3,Brownswood Road / Finsbury Park Road,490006848W,51.56182,-0.099
106,4,Queen's Drive,490011332E,51.56253,-0.09684
106,5,Green Lanes,490007477E,51.56415,-0.0917
106,6,Queen Elizabeth's Walk,490011312E,51.56529,-0.0871
106,7,Lordship Road,490009365E,51.56605,-0.08416
106,8,Heathland Road,490012572E,51.56704,-0.08029
106,9,Listria Park,490009208B,51.56565,-0.0741
106,10,Stoke Newington Station,490001273C,51.56478,-0.07305
106,11,Northwold Road / Stoke Newington Common,490010427D,51.56302,-0.07187
106,12,Fountayne Road,490020363E,51.56244,-0.06609
106,13,Geldeston Road,490007156E,51.56288,-0.06368
106,14,Clapton Library,490011519E,51.56277,-0.05918
106,15,Clapton Station,490001070S,51.56227,-0.05746
106,16,Lea Bridge Roundabout,490004459B,51.55933,-0.05613
106,17,Clapton Pond,490009035E,51.5568,-0.05569
106,18,Millfields Road,490009896G,51.55497,-0.05451
106,19,Clapton Girls' Academy,490009195S1,51.55285,-0.05284
106,20,Hackney Baths,490007619V,51.55054,-0.05242
106,21,Clapton Square,490005341S,51.54992,-0.05403
106,22,Pembury Circus,490010154Y,51.54947,-0.05858
106,23,Hackney Central Station,490001127E,51.54747,-0.05567
106,24,Hackney Town Hall,490007626B,51.54525,-0.05518
106,25,St Thomas's Square,490012462S,51.54232,-0.05518
106,26,Well Street,490014373LB,51.53926,-0.05633
106,27,King Edward's Road,490008739S,51.53737,-0.05685
106,28,Mare Street / Victoria Park Road,490007624S,51.53493,-0.05714
106,29,Cambridge Heath Station,490001044P,51.53317,-0.05718
106,30,Old Ford Road,490010555H,51.52994,-0.05598
106,31,Bethnal Green Station,490000022A,51.52811,-0.05544
106,32,Three Colts Lane,490013648T,51.5252,-0.05487
106,33,Cephas Street,490004945S,51.52312,-0.05483
106,34,Darling Row,490005965S,51.52138,-0.05587
106,35,Cavell Street,490016619N,51.51854,-0.05756
107,1,Edgware Bus Station,490000070F,51.61267,-0.27424
107,2,Edgware Station  / Station Road,490000070B,51.61456,-0.27576
107,3,Purcells Avenue,490011254N,51.6179,-0.27745
107,4,Edgwarebury Lane / Edgware Way,490006423N,51.62082,-0.27765
107,5,Glendale Avenue,490007224W,51.62217,-0.2816
107,6,Spur Road / London Academy,490006432S,51.62311,-0.28928
107,7,Canons Corner,490004760L,51.62217,-0.29325
107,8,Pipers Green Lane,490011026N,51.62541,-0.29682
107,9,Royal National Orthopaedic Hospital,490011769N,51.63229,-0.30475
107,10,Elstree Hill South / Centennial Park,210021008015,51.637936,-0.303747
107,11,Sullivan Way,210021004980,51.640326,-0.301693
107,12,Rodgers Close,210021002780,51.642363,-0.300214
107,13,Watling Court,210021008120,51.64447,-0.298488
107,14,Elstree Hill North,210021004210,51.64923,-0.29685
107,15,Knowl Way,210021004220,51.651034,-0.287964
107,16,Barham Avenue,210021004230,51.65214,-0.28493
107,17,Deacons Hill Road,210021004240,51.653063,-0.2816
107,18,Elstree & Borehamwood Station,210021004245,51.653148,-0.279428
107,19,Glenhaven Avenue,210021004100,51.654538,-0.278537
107,20,Furzehill Road,210021004120,51.656154,-0.275309
107,21,Borehamwood Tesco,210021002667,51.657251,-0.270439
107,22,Elstree Studios,210021004140,51.65821,-0.270807
107,23,Hertsmere Civic Offices,210021004260,51.659003,-0.268464
107,24,Studio Way,210021004280,51.660091,-0.26115
107,25,Warwick House,210021004540,51.658534,-0.255629
107,26,Chester Road,210021004550,51.657091,-0.255323
107,27,Kenilworth Drive,210021004560,51.654298,-0.25436
107,28,Warren Grove,210021004570,51.651626,-0.254882
107,29,Ripon Way,210021004580,51.648111,-0.256159
107,30,Dacre Gardens,210021004585,51.64693,-0.259008
107,31,Ashley Drive,210021004780,51.645762,-0.261467
107,32,Stirling Corner / Barnet Lane,210021004785,51.643502,-0.255801
107,33,Stirling Corner / Barnet Road,490012721E2,51.64182,-0.25225
107,34,Brickfield Lane,490013368E,51.64252,-0.24191
107,35,Glebe Lane,490007215E,51.64561,-0.23625
107,36,Rowley Green Road,490011744E,51.64731,-0.23253
107,37,Quinta Drive,490011379E1,51.64985,-0.22595
107,38,Garden Close,490007117E,51.65085,-0.222
107,39,Galley Lane,490013231E2,51.65263,-0.21899
107,40,Barnet Hospital / Queens Road,490003636B4,51.65293,-0.21337
107,41,Union Street,490013909E,51.65304,-0.20732
107,42,Barnet Church / Wood Street,490015142F,51.65306,-0.20163
107,43,Barnet High Street / Barnet Church,490003634H,51.65262,-0.19881
107,44,High Barnet Station  / Meadway,490009772N,51.65136,-0.19691
107,45,High Barnet Station,490000107R,51.64935,-0.19325
107,46,Potters Lane,490003640S,51.64721,-0.18829
107,47,Barnet Everyman Cinema,490015143E,51.64714,-0.18644
107,48,Warwick Road,490014253E,51.64853,-0.18066
107,49,New Barnet Station  / Station Road,490001201D,51.64968,-0.17609
107,50,New Barnet Station,490001201S,51.64906,-0.17344
108,1,Stratford International Station,490018554E,51.54558,-0.0073
108,2,Stratford City Bus Station,490019793X,51.54316,-0.00362
108,3,London Aquatics Centre,490020184NE,51.53959,-0.00885
108,4,Carpenters Primary School,490020228SE,51.53717,-0.00536
108,5,Warton Road,490014249S,51.53584,-0.00458
108,6,Abbey Lane,490003025W,51.53378,-0.00718
108,7,Bow Flyover,490004215P,51.53031,-0.01208
108,8,Bow Church,490004206J,51.52841,-0.01722
108,9,Bow Church Station,490002019B,51.52794,-0.02047
108,10,Rounton Road,490011733S,51.52574,-0.02021
108,11,Devons Road Station,490002030S,51.5228,-0.01853
108,12,Cranwell Close,490014101S2,51.52133,-0.01799
108,13,Fawe Street,490010043S,51.517,-0.01577
108,14,Langdon Park Station,490005608S,51.51487,-0.01478
108,15,Chrisp Street Market,490005222K,51.5118,-0.01353
108,16,Bazely Street,490003701C,51.51136,-0.01151
108,17,Blackwall Tunnel / East India Dock Road,490004082M,51.51096,-0.00721
108,18,North Greenwich Station,490010374B,51.49967,0.00437
108,19,Millennium Village / Oval Square,490009887X,51.49403,0.01371
108,20,Millennium Village South,490009889Z,51.49186,0.01371
108,21,Millennium Leisure Park West,490013356E,51.49008,0.01305
108,22,Millennium Leisure Park East,490011853E,51.48917,0.01627
108,23,Combedale Road,490014412E,51.48597,0.0179
108,24,Westcombe Park Station,490001323B,51.48309,0.01992
108,25,Kirkside Road,490008854S,51.48105,0.0199
108,26,Blackheath / Royal Standard,490015264W1,51.47771,0.02041
108,27,Stratheden Parade,490004065BJ,51.47657,0.01898
108,28,Stratheden Road / Shooters Hill Road,490012109S,51.47473,0.01721
108,29,St Germans Place,490012711S,51.47283,0.0147
108,30,Montpelier Row,490010003L,51.46995,0.01091
108,31,Blackheath Station,490001029E,51.46546,0.00925
108,32,Blackheath Hospital,490004066A,51.46373,0.00633
108,33,St Margaret's Church / Brandram Road,490012772W,51.46312,0.00094
108,34,The Squirrels,490013561W,51.46266,-0.00352
108,35,Lockmead Road,490009239L,51.46285,-0.00803
108,36,Lewisham Clock Tower,490009106P,51.46266,-0.0103
108,37,Lewisham Station,490001177U,51.4649,-0.01305
109,1,St. George's Walk / Croydon Town Centre,490005858NY,51.37297,-0.09864
109,2,Whitgift Centre,490014614E15,51.37608,-0.09846
109,3,West Croydon Bus Station,490014420Y,51.37907,-0.10148
109,4,West Croydon Station,490001324W2,51.37853,-0.10369
109,5,Montague Road,490005856W3,51.38043,-0.10502
109,6,Sumner Road,490004367N,51.38377,-0.10843
109,7,Broad Green Avenue,490004368N,51.3848,-0.10942
109,8,Canterbury Road,490009732B,51.3869,-0.11105
109,9,Croydon University Hospital,490006250D,51.39028,-0.11234
109,10,Thornton Heath Pond,490013632J,51.39284,-0.11428
109,11,Colliers Water Lane,490005501S,51.39521,-0.1149
109,12,Langdale Road,490008942N,51.39767,-0.11608
109,13,Galpins Road,490007099N,51.40133,-0.11844
109,14,Ederline Avenue,490006414N,51.40388,-0.1195
109,15,Tylecroft Road,490013884G,51.40765,-0.12159
109,16,Norbury Station,490001209B,51.41086,-0.12309
109,17,Hermitage Lane,490008080K,51.41385,-0.12462
109,18,Arragon Gardens,490003389N,51.41669,-0.12598
109,19,Kempshott Road,490008618N,51.41903,-0.12797
109,20,Streatham Common / Greyhound Lane,490012924N,51.42117,-0.12883
109,21,Streatham Station,490001279S3,51.42512,-0.13092
109,22,St Leonard's Church,490012761SQ,51.42854,-0.13115
109,23,Becmead Avenue,490003758OA,51.43282,-0.12898
109,24,Kingscourt Road,490008765M,51.43449,-0.12862
109,25,Mount Ephraim Road,490010078K,51.43594,-0.12819
109,26,Streatham Hill Stn  / Streatham Hill,490001281A,51.43938,-0.12628
109,27,Barrhill Road,490003598S,51.44078,-0.12559
109,28,Telford Avenue,490013186T,51.44298,-0.12502
109,29,Christchurch Road,490005234N,51.44459,-0.12475
109,30,Holmewood Road,490008310N,51.44692,-0.12479
109,31,New Park Road,490015218N,51.44886,-0.12385
109,32,Jebb Avenue / Brixton Prison,490008544N,51.45108,-0.12214
109,33,Blenheim Gardens,490004101N,51.45428,-0.12014
109,34,Rush Common,490011793N,51.4571,-0.11833
109,35,Lambeth Town Hall,490008919X,51.45988,-0.11671
109,36,Brixton Station,490000031R,51.46242,-0.11534
11,1,Fulham Town Hall,490007057R,51.47939,-0.19474
11,2,Tyrawley Road,490013888S,51.4778,-0.19233
11,3,Rumbold Road,490011788N,51.47845,-0.18899
11,4,Worlds End Health Centre,490009370E,51.48072,-0.18485
11,5,Edith Grove / Worlds End,490015066E,51.4816,-0.18224
11,6,Hobury Street / Worlds End,490005076E,51.48244,-0.17915
11,7,Beaufort Street,490015145E,51.48433,-0.17644
11,8,Old Church Street,490010534E,51.48554,-0.17383
11,9,Carlyle Square,490008763KF,51.48663,-0.17114
11,10,Chelsea Old Town Hall,490005073KL,51.48778,-0.16808
11,11,Markham Street,490009666KN,51.48895,-0.16523
11,12,Duke of York Square,490006224KP,51.49086,-0.16129
11,13,Cadogan Gardens / Sloane Square,490000206E,51.49202,-0.15901
11,14,Sloane Square Stn  / Lower Sloane St,490000206M,51.49166,-0.15732
11,15,Chelsea Bridge Road,490005065N,51.48993,-0.15548
11,16,Ebury Bridge Road,490006399E,51.49089,-0.15112
11,17,Victoria Coach Station,490014051W,51.49221,-0.14836
11,18,Eccleston Bridge,490006404W,51.49348,-0.14728
11,19,Victoria Station,490002139ZZ,51.49628,-0.14413
11,20,Westminster Cathedral,490014496N,51.49683,-0.14026
11,21,Westminster City Hall,490003384SA,51.49742,-0.13663
11,22,St James's Park Station,490010260SC,51.49773,-0.1347
11,23,Westminster Abbey,490014495S,51.49923,-0.13045
11,24,Westminster Stn  / Westminster Pier,490014498S,51.50103,-0.12525
11,25,St Thomas' Hospital / County Hall,490005646E,51.50083,-0.11802
11,26,Waterloo Station   / Upper Taxi Road,490000254C,51.5036,-0.11217
110,1,School Road,490015241B,51.47018,-0.35589
110,2,Douglas Road,490007766M,51.46833,-0.36054
110,3,Grove Road,490007573N,51.46708,-0.36248
110,4,Hibernia Road,490008126E,51.46292,-0.36646
110,5,Cromwell Road,490005798S,51.45999,-0.36946
110,6,Nelson Road,490010173S,51.45787,-0.37162
110,7,Simpson Road,490012168S,51.45339,-0.37593
110,8,Godfrey Way,490007767S,51.4503,-0.37929
110,9,Chester Avenue,490005124E,51.44884,-0.37696
110,10,Cheyne Avenue,490005151E,51.44759,-0.37386
110,11,Longford Road,490009310E,51.44523,-0.36794
110,12,Whitton Corner Health & Social Care Ctr,490007995Z,51.44456,-0.36435
110,13,Ryecroft Avenue,490011836E,51.44557,-0.36118
110,14,Pauline Crescent,490010866N,51.44698,-0.35956
110,15,Whitton Station,490001336A,51.44979,-0.35803
110,16,Whitton High Street,490014636N,51.45222,-0.35812
110,17,The Admiral Nelson / Whitton,490014629C,51.45346,-0.35715
110,18,Warren Road,490014241E,51.45391,-0.35291
110,19,Kneller Hall,490008869E,51.45381,-0.34802
110,20,Tayben Avenue,490013875E,51.45423,-0.34216
110,21,Twickenham Stadium,490013873W2,51.45498,-0.33925
