stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
910GTURKYST-Plat01-SB-london-overground,Southbound Platform 1,,,0,910GTURKYST
910GTURKYST-Plat02-NB-london-overground,Northbound Platform 2,,,0,910GTURKYST
910GTWYFORD,Twyford,,,1,
910GTWYFORD-Outside,Outside Twyford,,,3,910GTWYFORD
910GTWYFORD-1000969-Bdg-5,Bdg,51.475441,-0.863151,3,910GTWYFORD
910GTWYFORD-1000969-EntHB-90,EntHB,51.475388,-0.863253,3,910GTWYFORD
910GTWYFORD-1000969-EntP1-91,EntP1,51.475233,-0.863055,3,910GTWYFORD
910GTWYFORD-1000969-EntP5-93,EntP5,51.475614,-0.863363,3,910GTWYFORD
910GTWYFORD-1000969-EntSB-92,EntSB,51.475534,-0.863494,3,910GTWYFORD
910GTWYFORD-1000969-RLY-6,RLY,51.475568,-0.863205,3,910GTWYFORD
910GTWYFORD-1000969-RPL1-1,RPL1,51.475415,-0.863195,3,910GTWYFORD
910GTWYFORD-1000969-RPL2-2,RPL2,51.475469,-0.863222,3,910GTWYFORD
910GTWYFORD-1000969-RPL3-3,RPL3,51.475505,-0.86325,3,910GTWYFORD
910GTWYFORD-Plat01-WB-elizabeth|national-rail,Westbound Platform 1,,,0,910GTWYFORD
910GTWYFORD-Plat02-EB-elizabeth|national-rail,Eastbound Platform 2,,,0,910GTWYFORD
910GTWYFORD-Plat03-WB-elizabeth|national-rail,Westbound Platform 3,,,0,910GTWYFORD
910GTWYFORD-Plat04-EB-elizabeth|national-rail,Eastbound Platform 4,,,0,910GTWYFORD
910GTWYFORD-Plat05-WB-national-rail,Westbound Platform 5,,,0,910GTWYFORD
910GUPRHLWY,Upper Holloway,,,1,
910GUPRHLWY-Outside,Outside Upper Holloway,,,3,910GUPRHLWY
910GUPRHLWY-1001302-Bus-1,Bus,51.563851,-0.129273,3,910GUPRHLWY
910GUPRHLWY-1001302-EntrE-3,EntrE,51.563929,-0.129703,3,910GUPRHLWY
910GUPRHLWY-1001302-EntrW-5,EntrW,51.563787,-0.129261,3,910GUPRHLWY
910GUPRHLWY-1001302-RLY-6,RLY,51.563687,-0.129164,3,910GUPRHLWY
910GUPRHLWY-1001302-RPL-E-2,RPL-E,51.563212,-0.13041,3,910GUPRHLWY
910GUPRHLWY-1001302-RPL-W-4,RPL-W,51.563147,-0.130283,3,910GUPRHLWY
910GUPRHLWY-Plat01-WB-london-overground,Westbound Platform 1,,,0,910GUPRHLWY
910GUPRHLWY-Plat02-EB-london-overground,Eastbound Platform 2,,,0,910GUPRHLWY
910GWAPPING,Wapping,,,1,
910GWAPPING-Outside,Outside Wapping,,,3,910GWAPPING
910GWAPPING-1000251-A-WAP-4,A-WAP,51.504378,-0.055989,3,910GWAPPING
910GWAPPING-1000251-Bus-1,Bus,51.504786,-0.05564,3,910GWAPPING
910GWAPPING-1000251-LoCon-6,LoCon,51.504569,-0.056096,3,910GWAPPING
910GWAPPING-1000251-RLY-5,RLY,51.504286,-0.055849,3,910GWAPPING
910GWAPPING-1000251-RPL-N-2,RPL-N,51.504707,-0.056292,3,910GWAPPING
910GWAPPING-1000251-RPL-S-3,RPL-S,51.504741,-0.056161,3,910GWAPPING
910GWAPPING-Plat01-NB-london-overground,Northbound Platform 1,,,0,910GWAPPING
910GWAPPING-Plat02-SB-london-overground,Southbound Platform 2,,,0,910GWAPPING
910GWATFDHS,Watford High Street,,,1,
910GWATFDHS-Outside,Outside Watford High Street,,,3,910GWATFDHS
910GWATFDHS-1001316-Entr-3,Entr,51.652559,-0.391411,3,910GWATFDHS
910GWATFDHS-1001316-RLY-4,RLY,51.652553,-0.391614,3,910GWATFDHS
910GWATFDHS-1001316-RPL-2,RPL,51.651784,-0.392595,3,910GWATFDHS
910GWATFDHS-Plat01-SB-london-overground,Southbound Platform 1,,,0,910GWATFDHS
910GWATFDHS-Plat02-NB-london-overground,Northbound Platform 2,,,0,910GWATFDHS
910GWCOMBEP,Westcombe Park,,,1,
910GWCOMBEP-Outside,Outside Westcombe Park,,,3,910GWCOMBEP
910GWCOMBEP-1001323-Bus-1,Bus,51.483233,0.019763,3,910GWCOMBEP
910GWCOMBEP-1001323-EntH-6,EntH,51.484506,0.018451,3,910GWCOMBEP
910GWCOMBEP-1001323-EntS-5,EntS,51.484116,0.018607,3,910GWCOMBEP
910GWCOMBEP-1001323-RLY-4,RLY,51.484306,0.018558,3,910GWCOMBEP
910GWCOMBEP-1001323-RPL E-3,RPL E,51.484443,0.018938,3,910GWCOMBEP
910GWCOMBEP-1001323-RPL W-2,RPL W,51.48428,0.019003,3,910GWCOMBEP
910GWCOMBEP-1001323-UP-7,UP,51.484287,0.018082,3,910GWCOMBEP
910GWCOMBEP-Plat01-WB-national-rail,Westbound Platform 1,,,0,910GWCOMBEP
910GWCOMBEP-Plat02-EB-national-rail,Eastbound Platform 2,,,0,910GWCOMBEP
910GWDGRNPK,Woodgrange Park,,,1,
910GWDGRNPK-Outside,Outside Woodgrange Park,,,3,910GWDGRNPK
910GWDGRNPK-1001341-Bus-1,Bus,51.54919,0.043425,3,910GWDGRNPK
910GWDGRNPK-1001341-RLY-5,RLY,51.549262,0.044423,3,910GWDGRNPK
910GWDGRNPK-1001341-ROMFO-3,ROMFO,51.549404,0.043997,3,910GWDGRNPK
910GWDGRNPK-1001341-RPL-N-2,RPL-N,51.549179,0.044549,3,910GWDGRNPK
910GWDGRNPK-1001341-RPL-S-4,RPL-S,51.549268,0.044611,3,910GWDGRNPK
910GWDGRNPK-Plat01-WB-london-overground,Westbound Platform 1,,,0,910GWDGRNPK
910GWDGRNPK-Plat02-EB-london-overground,Eastbound Platform 2,,,0,910GWDGRNPK
910GWDRYTON,West Drayton,,,1,
910GWDRYTON-Outside,Outside West Drayton,,,3,910GWDRYTON
910GWDRYTON-1001325-Bus-1,Bus,51.510191,-0.473181,3,910GWDRYTON
910GWDRYTON-1001325-FB-5,FB,51.509832,-0.471824,3,910GWDRYTON
910GWDRYTON-1001325-RPL1-2,RPL1,51.509828,-0.47217,3,910GWDRYTON
910GWDRYTON-1001325-RPL2-8,RPL2,51.509844,-0.472083,3,910GWDRYTON
910GWDRYTON-1001325-RPL3-9,RPL3,51.509872,-0.472154,3,910GWDRYTON
910GWDRYTON-1001325-STATI-3,STATI,51.510071,-0.47219,3,910GWDRYTON
910GWDRYTON-1001325-SUB-6,SUB,51.509864,-0.472212,3,910GWDRYTON
910GWDRYTON-1001325-TH-7,TH,51.509864,-0.472212,3,910GWDRYTON
910GWDRYTON-1001325-WARW-4,WARW,51.509623,-0.472378,3,910GWDRYTON
910GWDRYTON-Plat01-WB-elizabeth|national-rail,Westbound Platform 1,,,0,910GWDRYTON
910GWDRYTON-Plat02-EB-elizabeth|national-rail,Eastbound Platform 2,,,0,910GWDRYTON
910GWDRYTON-Plat03-WB-elizabeth|national-rail,Westbound Platform 3,,,0,910GWDRYTON
910GWDRYTON-Plat04-EB-elizabeth|national-rail,Eastbound Platform 4,,,0,910GWDRYTON
910GWDRYTON-Plat05-EB-elizabeth,Eastbound Platform 5,,,0,910GWDRYTON
910GWDST,Wood Street,,,1,
910GWDST-Outside,Outside Wood Street,,,3,910GWDST
910GWDST-1001343-Bus-1,Bus,51.586692,-0.002732,3,910GWDST
910GWDST-1001343-Entr-3,Entr,51.586447,-0.002613,3,910GWDST
910GWDST-1001343-RLY-5,RLY,51.586579,-0.002405,3,910GWDST
910GWDST-1001343-RPL-N-2,RPL-N,51.586953,-0.002201,3,910GWDST
910GWDST-1001343-RPL-S-4,RPL-S,51.586879,-0.002075,3,910GWDST
910GWDST-Plat01-SB-london-overground,Southbound Platform 1,,,0,910GWDST
910GWDST-Plat02-NB-london-overground,Northbound Platform 2,,,0,910GWDST
910GWEALING,West Ealing,,,1,
910GWEALING-Outside,Outside West Ealing,,,3,910GWEALING
910GWEALING-1001327-Bus-1,Bus,51.514174,-0.320469,3,910GWEALING
910GWEALING-1001327-DRAYT-3,DRAYT,51.513582,-0.319943,3,910GWEALING
910GWEALING-1001327-FB-5,FB,51.513582,-0.319943,3,910GWEALING
910GWEALING-1001327-RPL1-2,RPL1,51.513409,-0.322313,3,910GWEALING
910GWEALING-1001327-RPL2-4,RPL2,51.513463,-0.322325,3,910GWEALING
910GWEALING-Plat03-WB-elizabeth|national-rail,Westbound Platform 3,,,0,910GWEALING
910GWEALING-Plat04-EB-elizabeth|national-rail,Eastbound Platform 4,,,0,910GWEALING
910GWEALING-Plat05-WB-national-rail,Westbound Platform 5,,,0,910GWEALING
910GWHHRTLA,White Hart Lane,,,1,
910GWHHRTLA-Outside,Outside White Hart Lane,,,3,910GWHHRTLA
910GWHHRTLA-1001335-Bus-1,Bus,51.605297,-0.06878,3,910GWHHRTLA
910GWHHRTLA-1001335-BusS-4,BusS,51.605899,-0.068205,3,910GWHHRTLA
910GWHHRTLA-1001335-Entr-3,Entr,51.605334,-0.071002,3,910GWHHRTLA
910GWHHRTLA-1001335-RLY-6,RLY,51.605146,-0.071068,3,910GWHHRTLA
910GWHHRTLA-1001335-RPL-N-2,RPL-N,51.604797,-0.071155,3,910GWHHRTLA
910GWHHRTLA-1001335-RPL-S-5,RPL-S,51.604803,-0.070996,3,910GWHHRTLA
910GWHHRTLA-Plat01-SB-london-overground,Southbound Platform 1,,,0,910GWHHRTLA
910GWHHRTLA-Plat02-NB-london-overground,Northbound Platform 2,,,0,910GWHHRTLA
910GWHMDSTD,West Hampstead,,,1,
910GWHMDSTD-Outside,Outside West Hampstead,,,3,910GWHMDSTD
910GWHMDSTD-1000321-ENTBR-6,ENTBR,51.547474,-0.191155,3,910GWHMDSTD
910GWHMDSTD-1000321-RLY-1,RLY,51.547434,-0.191445,3,910GWHMDSTD
910GWHMDSTD-1000321-RPL-E-5,RPL-E,51.547308,-0.191999,3,910GWHMDSTD
910GWHMDSTD-1000321-RPL-W-2,RPL-W,51.547253,-0.191957,3,910GWHMDSTD
910GWHMDSTD-Plat01-EB-london-overground,Eastbound Platform 1,,,0,910GWHMDSTD
910GWHMDSTD-Plat02-WB-london-overground,Westbound Platform 2,,,0,910GWHMDSTD
910GWHMPSTM,West Hampstead Thameslink,,,1,
910GWHMPSTM-Outside,Outside West Hampstead Thameslink,,,3,910GWHMPSTM
910GWHMPSTM-1001330-Bus-3,Bus,51.548462,-0.191073,3,910GWHMPSTM
910GWHMPSTM-1001330-EntB-2,EntB,51.548744,-0.191826,3,910GWHMPSTM
910GWHMPSTM-1001330-EntI-6,EntI,51.548033,-0.192388,3,910GWHMPSTM
910GWHMPSTM-1001330-EntW-7,EntW,51.548025,-0.191869,3,910GWHMPSTM
910GWHMPSTM-1001330-FB B-8,FB B,51.548424,-0.191478,3,910GWHMPSTM
910GWHMPSTM-1001330-FB I-9,FB I,51.548457,-0.192443,3,910GWHMPSTM
910GWHMPSTM-1001330-RLY-10,RLY,51.548231,-0.192423,3,910GWHMPSTM
910GWHMPSTM-1001330-RPL1-1,RPL1,51.548633,-0.192234,3,910GWHMPSTM
910GWHMPSTM-1001330-RPL2-4,RPL2,51.548507,-0.192239,3,910GWHMPSTM
910GWHMPSTM-1001330-RPL3-5,RPL3,51.548382,-0.192244,3,910GWHMPSTM
910GWHMPSTM-Plat01-SB-national-rail,Southbound Platform 1,,,0,910GWHMPSTM
910GWHMPSTM-Plat02-NB-national-rail,Northbound Platform 2,,,0,910GWHMPSTM
910GWHMPSTM-Plat03-SB-national-rail,Southbound Platform 3,,,0,910GWHMPSTM
910GWHMPSTM-Plat04-NB-national-rail,Northbound Platform 4,,,0,910GWHMPSTM
910GWIMLCHS,Wimbledon Chase,,,1,
910GWIMLCHS-Outside,Outside Wimbledon Chase,,,3,910GWIMLCHS
910GWIMLCHS-1001339-Bus-1,Bus,51.409357,-0.213349,3,910GWIMLCHS
910GWIMLCHS-1001339-Entr-3,Entr,51.409233,-0.214058,3,910GWIMLCHS
910GWIMLCHS-1001339-RPL-2,RPL,51.409653,-0.214473,3,910GWIMLCHS
910GWIMLCHS-Plat01-NB-national-rail,Northbound Platform 1,,,0,910GWIMLCHS
910GWIMLCHS-Plat02-SB-national-rail,Southbound Platform 2,,,0,910GWIMLCHS
910GWLTHQRD,Walthamstow Queen's Road,,,1,
910GWLTHQRD-Outside,Outside Walthamstow Queen's Road,,,3,910GWLTHQRD
910GWLTHQRD-1001308-Entr-2,Entr,51.581479,-0.024107,3,910GWLTHQRD
910GWLTHQRD-1001308-RLY-4,RLY,51.581513,-0.024004,3,910GWLTHQRD
910GWLTHQRD-1001308-RPL-N-1,RPL-N,51.581677,-0.024156,3,910GWLTHQRD
910GWLTHQRD-1001308-RPL-S-3,RPL-S,51.58173,-0.024067,3,910GWLTHQRD
910GWLTHQRD-Plat01-WB-london-overground,Westbound Platform 1,,,0,910GWLTHQRD
910GWLTHQRD-Plat02-EB-london-overground,Eastbound Platform 2,,,0,910GWLTHQRD
910GWNDSWRD,Wandsworth Road,,,1,
910GWNDSWRD-Outside,Outside Wandsworth Road,,,3,910GWNDSWRD
910GWNDSWRD-1001310-Bdge-7,Bdge,51.469998,-0.138456,3,910GWNDSWRD
910GWNDSWRD-1001310-Bus-1,Bus,51.470143,-0.13966,3,910GWNDSWRD
910GWNDSWRD-1001310-BUSZZ-4,BUSZZ,51.470713,-0.138183,3,910GWNDSWRD
910GWNDSWRD-1001310-Entr-3,Entr,51.470429,-0.13841,3,910GWNDSWRD
910GWNDSWRD-1001310-RLY-5,RLY,51.469824,-0.138276,3,910GWNDSWRD
910GWNDSWRD-1001310-RPL-2,RPL,51.469824,-0.138276,3,910GWNDSWRD
910GWNDSWRD-1001310-RPL-6,RPL,51.469797,-0.138249,3,910GWNDSWRD
910GWNDSWRD-Plat01-WB-london-overground,Westbound Platform 1,,,0,910GWNDSWRD
910GWNDSWRD-Plat02-EB-london-overground,Eastbound Platform 2,,,0,910GWNDSWRD
910GWNSTDPK,Wanstead Park,,,1,
910GWNSTDPK-Outside,Outside Wanstead Park,,,3,910GWNSTDPK
910GWNSTDPK-1001312-Bus-1,Bus,51.55141,0.025292,3,910GWNSTDPK
910GWNSTDPK-1001312-Entr-3,Entr,51.551906,0.025227,3,910GWNSTDPK
910GWNSTDPK-1001312-RLY-5,RLY,51.551788,0.025323,3,910GWNSTDPK
910GWNSTDPK-1001312-RPL-E-2,RPL-E,51.551831,0.02596,3,910GWNSTDPK
910GWNSTDPK-1001312-RPL-W-4,RPL-W,51.551742,0.025883,3,910GWNSTDPK
910GWNSTDPK-Plat01-WB-london-overground,Westbound Platform 1,,,0,910GWNSTDPK
910GWNSTDPK-Plat02-EB-london-overground,Eastbound Platform 2,,,0,910GWNSTDPK
910GWSUTTON,West Sutton,,,1,
910GWSUTTON-Outside,Outside West Sutton,,,3,910GWSUTTON
910GWSUTTON-1001333-BUS-3,BUS,51.366226,-0.205532,3,910GWSUTTON
910GWSUTTON-1001333-Entr-2,Entr,51.365804,-0.205577,3,910GWSUTTON
910GWSUTTON-1001333-RPL-1,RPL,51.366088,-0.204733,3,910GWSUTTON
910GWSUTTON-Plat01-NB-national-rail,Northbound Platform 1,,,0,910GWSUTTON
910GWSUTTON-Plat02-SB-national-rail,Southbound Platform 2,,,0,910GWSUTTON
940GZZALGWP,Greenwich Peninsula,,,1,
940GZZALGWP-Outside,Outside Greenwich Peninsula,,,3,940GZZALGWP
940GZZALGWP-1020079-MET-2,MET,51.499837,0.008034,3,940GZZALGWP
940GZZALGWP-1020079-PLT-3,PLT,51.499855,0.008064,3,940GZZALGWP
940GZZALGWP-1020079-TMU-1,TMU,51.499811,0.00799,3,940GZZALGWP
940GZZALGWP-NB-london-cable-car,Northbound,,,0,940GZZALGWP
940GZZALRDK,Royal Docks,,,1,
940GZZALRDK-Outside,Outside Royal Docks,,,3,940GZZALRDK
940GZZALRDK-1020078-Bus-4,Bus,51.508095,0.017865,3,940GZZALRDK
940GZZALRDK-1020078-MET-2,MET,51.507549,0.017697,3,940GZZALRDK
940GZZALRDK-1020078-PLT-3,PLT,51.507532,0.017653,3,940GZZALRDK
940GZZALRDK-1020078-TMU-1,TMU,51.507729,0.017719,3,940GZZALRDK
940GZZALRDK-SB-london-cable-car,Southbound,,,0,940GZZALRDK
940GZZCRADD,Addiscombe,,,1,
940GZZCRADD-Outside,Outside Addiscombe,,,3,940GZZCRADD
940GZZCRADD-1002002-Bus-1,Bus,51.380152,-0.073357,3,940GZZCRADD
940GZZCRADD-1002002-ENTN-3,ENTN,51.38021,-0.073038,3,940GZZCRADD
940GZZCRADD-1002002-ENTS-4,ENTS,51.379482,-0.073069,3,940GZZCRADD
940GZZCRADD-1002002-Tram-2,Tram,51.379818,-0.073242,3,940GZZCRADD
940GZZCRADD-EB-tram,Eastbound,,,0,940GZZCRADD
940GZZCRADD-WB-tram,Westbound,,,0,940GZZCRADD
940GZZCRADV,Addington Village,,,1,
940GZZCRADV-Outside,Outside Addington Village,,,3,940GZZCRADV
940GZZCRADV-1002001-ENT-1,ENT,51.356486,-0.032396,3,940GZZCRADV
940GZZCRADV-1002001-Tram-2,Tram,51.356226,-0.032436,3,940GZZCRADV
940GZZCRADV-EB-tram,Eastbound,,,0,940GZZCRADV
940GZZCRADV-WB-tram,Westbound,,,0,940GZZCRADV
940GZZCRAMP,Ampere Way,,,1,
940GZZCRAMP-Outside,Outside Ampere Way,,,3,940GZZCRAMP
940GZZCRAMP-1002004-ENTE-1,ENTE,51.382143,-0.123442,3,940GZZCRAMP
940GZZCRAMP-1002004-ENTW-3,ENTW,51.382222,-0.123856,3,940GZZCRAMP
940GZZCRAMP-1002004-Tram-2,Tram,51.382255,-0.123653,3,940GZZCRAMP
940GZZCRAMP-EB-tram,Eastbound,,,0,940GZZCRAMP
940GZZCRAMP-WB-tram,Westbound,,,0,940GZZCRAMP
940GZZCRARA,Arena,,,1,
940GZZCRARA-Outside,Outside Arena,,,3,940GZZCRARA
940GZZCRARA-1002005-Bus-1,Bus,51.389335,-0.056528,3,940GZZCRARA
940GZZCRARA-1002005-ENTE-3,ENTE,51.389609,-0.056258,3,940GZZCRARA
940GZZCRARA-1002005-ENTW-4,ENTW,51.391316,-0.059434,3,940GZZCRARA
940GZZCRARA-1002005-Tram-2,Tram,51.391233,-0.058719,3,940GZZCRARA
940GZZCRARA-EB-tram,Eastbound,,,0,940GZZCRARA
940GZZCRARA-WB-tram,Westbound,,,0,940GZZCRARA
940GZZCRAVE,Avenue Road,,,1,
940GZZCRAVE-Outside,Outside Avenue Road,,,3,940GZZCRAVE
940GZZCRAVE-1002006-ENT-1,ENT,51.406887,-0.048882,3,940GZZCRAVE
940GZZCRAVE-1002006-TRAM-2,TRAM,51.406798,-0.049476,3,940GZZCRAVE
940GZZCRAVE-EB-tram,Eastbound,,,0,940GZZCRAVE
940GZZCRAVE-WB-tram,Westbound,,,0,940GZZCRAVE
940GZZCRBED,Beddington Lane,,,1,
940GZZCRBED-Outside,Outside Beddington Lane,,,3,940GZZCRBED
940GZZCRBED-1002013-Bus-1,Bus,51.388108,-0.141078,3,940GZZCRBED
940GZZCRBED-1002013-ENT-3,ENT,51.389144,-0.141754,3,940GZZCRBED
940GZZCRBED-1002013-Tram-2,Tram,51.389333,-0.142365,3,940GZZCRBED
940GZZCRBED-EB-tram,Eastbound,,,0,940GZZCRBED
940GZZCRBED-WB-tram,Westbound,,,0,940GZZCRBED
940GZZCRBGV,Belgrave Walk,,,1,
940GZZCRBGV-Outside,Outside Belgrave Walk,,,3,940GZZCRBGV
940GZZCRBGV-1002014-BUS-1,BUS,51.399341,-0.179524,3,940GZZCRBGV
940GZZCRBGV-1002014-ENTN-3,ENTN,51.401103,-0.177743,3,940GZZCRBGV
940GZZCRBGV-1002014-ENTS-4,ENTS,51.400774,-0.17859,3,940GZZCRBGV
940GZZCRBGV-1002014-TRAM-2,TRAM,51.400969,-0.178381,3,940GZZCRBGV
940GZZCRBGV-EB-tram,Eastbound,,,0,940GZZCRBGV
940GZZCRBGV-WB-tram,Westbound,,,0,940GZZCRBGV
940GZZCRBLA,Blackhorse Lane,,,1,
940GZZCRBLA-Outside,Outside Blackhorse Lane,,,3,940GZZCRBLA
940GZZCRBLA-1002017-Bus-1,Bus,51.385683,-0.071745,3,940GZZCRBLA
940GZZCRBLA-1002017-ENT-3,ENT,51.384625,-0.070798,3,940GZZCRBLA
940GZZCRBLA-1002017-Tram-2,Tram,51.384747,-0.070563,3,940GZZCRBLA
940GZZCRBLA-EB-tram,Eastbound,,,0,940GZZCRBLA
940GZZCRBLA-WB-tram,Westbound,,,0,940GZZCRBLA
940GZZCRBRD,Beckenham Road,,,1,
940GZZCRBRD-Outside,Outside Beckenham Road,,,3,940GZZCRBRD
940GZZCRBRD-1002010-Bus-1,Bus,51.409363,-0.043629,3,940GZZCRBRD
940GZZCRBRD-1002010-ENT-3,ENT,51.40934,-0.043357,3,940GZZCRBRD
940GZZCRBRD-1002010-Tram-2,Tram,51.409521,-0.043421,3,940GZZCRBRD
940GZZCRBRD-EB-tram,Eastbound,,,0,940GZZCRBRD
940GZZCRBRD-WB-tram,Westbound,,,0,940GZZCRBRD
940GZZCRCEN,George Street,,,1,
940GZZCRCEN-Outside,Outside George Street,,,3,940GZZCRCEN
940GZZCRCEN-1002040-ENT-2,ENT,51.373975,-0.098746,3,940GZZCRCEN
940GZZCRCEN-1002040-Tram-1,Tram,51.373931,-0.098806,3,940GZZCRCEN
940GZZCRCEN-WB-tram,Westbound,,,0,940GZZCRCEN
940GZZCRCHR,Church Street,,,1,
940GZZCRCHR-Outside,Outside Church Street,,,3,940GZZCRCHR
940GZZCRCHR-1002023-Bus-1,Bus,51.374006,-0.105082,3,940GZZCRCHR
940GZZCRCHR-1002023-ENT-3,ENT,51.373894,-0.104799,3,940GZZCRCHR
940GZZCRCHR-1002023-Tram-2,Tram,51.373867,-0.1048,3,940GZZCRCHR
940GZZCRCHR-WB-tram,Westbound,,,0,940GZZCRCHR
940GZZCRCOO,Coombe Lane,,,1,
940GZZCRCOO-Outside,Outside Coombe Lane,,,3,940GZZCRCOO
940GZZCRCOO-1002024-Bus-1,Bus,51.359362,-0.05547,3,940GZZCRCOO
940GZZCRCOO-1002024-CLB-3,CLB,51.359546,-0.059527,3,940GZZCRCOO
940GZZCRCOO-1002024-ENTN-4,ENTN,51.359873,-0.058623,3,940GZZCRCOO
940GZZCRCOO-1002024-ENTS-5,ENTS,51.35955,-0.059226,3,940GZZCRCOO
940GZZCRCOO-1002024-Tram-2,Tram,51.359796,-0.059919,3,940GZZCRCOO
940GZZCRCOO-EB-tram,Eastbound,,,0,940GZZCRCOO
940GZZCRCOO-WB-tram,Westbound,,,0,940GZZCRCOO
940GZZCRCTR,Centrale,,,1,
940GZZCRCTR-Outside,Outside Centrale,,,3,940GZZCRCTR
940GZZCRCTR-1002042-Bus-1,Bus,51.375855,-0.10377,3,940GZZCRCTR
940GZZCRCTR-1002042-ENT-3,ENT,51.375934,-0.103608,3,940GZZCRCTR
940GZZCRCTR-1002042-Tram-2,Tram,51.376014,-0.103547,3,940GZZCRCTR
940GZZCRCTR-EB-tram,Eastbound,,,0,940GZZCRCTR
940GZZCRDDR,Dundonald Road,,,1,
940GZZCRDDR-Outside,Outside Dundonald Road,,,3,940GZZCRDDR
940GZZCRDDR-1002031-ENT-1,ENT,51.417434,-0.207511,3,940GZZCRDDR
940GZZCRDDR-1002031-Tram-2,Tram,51.417553,-0.207679,3,940GZZCRDDR
940GZZCRDDR-EB-tram,Eastbound,,,0,940GZZCRDDR
940GZZCRDDR-WB-tram,Westbound,,,0,940GZZCRDDR
940GZZCRFLD,Fieldway,,,1,
940GZZCRFLD-Outside,Outside Fieldway,,,3,940GZZCRFLD
940GZZCRFLD-1002038-Bus-1,Bus,51.350903,-0.023932,3,940GZZCRFLD
940GZZCRFLD-1002038-ENT-3,ENT,51.351304,-0.024245,3,940GZZCRFLD
940GZZCRFLD-1002038-Tram-2,Tram,51.351106,-0.024268,3,940GZZCRFLD
940GZZCRFLD-EB-tram,Eastbound,,,0,940GZZCRFLD
940GZZCRFLD-WB-tram,Westbound,,,0,940GZZCRFLD
940GZZCRGRA,Gravel Hill,,,1,
940GZZCRGRA-Outside,Outside Gravel Hill,,,3,940GZZCRGRA
940GZZCRGRA-1002041-Bus1-1,Bus1,51.352786,-0.037509,3,940GZZCRGRA
940GZZCRGRA-1002041-Bus2-3,Bus2,51.354747,-0.042912,3,940GZZCRGRA
940GZZCRGRA-1002041-ENT-4,ENT,51.354674,-0.042355,3,940GZZCRGRA
940GZZCRGRA-1002041-Tram-2,Tram,51.354587,-0.043048,3,940GZZCRGRA
940GZZCRGRA-EB-tram,Eastbound,,,0,940GZZCRGRA
940GZZCRGRA-WB-tram,Westbound,,,0,940GZZCRGRA
940GZZCRHAR,Harrington Road,,,1,
940GZZCRHAR-Outside,Outside Harrington Road,,,3,940GZZCRHAR
940GZZCRHAR-1002045-ENT-1,ENT,51.399444,-0.060384,3,940GZZCRHAR
940GZZCRHAR-1002045-Tram-2,Tram,51.399522,-0.060237,3,940GZZCRHAR
940GZZCRHAR-EB-tram,Eastbound,,,0,940GZZCRHAR
940GZZCRHAR-WB-tram,Westbound,,,0,940GZZCRHAR
940GZZCRKGH,King Henry's Drive,,,1,
940GZZCRKGH-Outside,Outside King Henry's Drive,,,3,940GZZCRKGH
940GZZCRKGH-1002050-Bus-1,Bus,51.345575,-0.020528,3,940GZZCRKGH
940GZZCRKGH-1002050-ENTN-3,ENTN,51.346138,-0.020849,3,940GZZCRKGH
940GZZCRKGH-1002050-ENTS-4,ENTS,51.34508,-0.019975,3,940GZZCRKGH
940GZZCRKGH-1002050-Tram-2,Tram,51.345575,-0.020528,3,940GZZCRKGH
940GZZCRKGH-EB-tram,Eastbound,,,0,940GZZCRKGH
940GZZCRKGH-WB-tram,Westbound,,,0,940GZZCRKGH
940GZZCRLEB,Lebanon Road,,,1,
940GZZCRLEB-Outside,Outside Lebanon Road,,,3,940GZZCRLEB
940GZZCRLEB-1002052-Bus-1,Bus,51.375176,-0.084687,3,940GZZCRLEB
940GZZCRLEB-1002052-ENT-3,ENT,51.375199,-0.085002,3,940GZZCRLEB
940GZZCRLEB-1002052-Tram-2,Tram,51.375222,-0.084728,3,940GZZCRLEB
940GZZCRLEB-EB-tram,Eastbound,,,0,940GZZCRLEB
940GZZCRLEB-WB-tram,Westbound,,,0,940GZZCRLEB
940GZZCRLOY,Lloyd Park,,,1,
940GZZCRLOY-Outside,Outside Lloyd Park,,,3,940GZZCRLOY
940GZZCRLOY-1002055-Bus-1,Bus,51.364238,-0.081782,3,940GZZCRLOY
940GZZCRLOY-1002055-ENT-3,ENT,51.364166,-0.082317,3,940GZZCRLOY
940GZZCRLOY-1002055-Tram-2,Tram,51.364362,-0.082194,3,940GZZCRLOY
940GZZCRLOY-EB-tram,Eastbound,,,0,940GZZCRLOY
940GZZCRLOY-WB-tram,Westbound,,,0,940GZZCRLOY
940GZZCRMCH,Mitcham,,,1,
940GZZCRMCH-Outside,Outside Mitcham,,,3,940GZZCRMCH
940GZZCRMCH-1002058-Bus-1,Bus,51.397403,-0.172888,3,940GZZCRMCH
940GZZCRMCH-1002058-ENT-3,ENT,51.397785,-0.172585,3,940GZZCRMCH
940GZZCRMCH-1002058-Tram-2,Tram,51.397737,-0.172371,3,940GZZCRMCH
940GZZCRMCH-EB-tram,Eastbound,,,0,940GZZCRMCH
940GZZCRMCH-WB-tram,Westbound,,,0,940GZZCRMCH
940GZZCRMDN,Morden Road,,,1,
940GZZCRMDN-Outside,Outside Morden Road,,,3,940GZZCRMDN
940GZZCRMDN-1002060-Bus-1,Bus,51.409288,-0.192387,3,940GZZCRMDN
