Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
TH2,NO2,27/11/2020 21:00,45.4,ug m-3,R
TH2,NO2,27/11/2020 22:00,42.2,ug m-3,R
TH2,NO2,27/11/2020 23:00,39.5,ug m-3,R
TH2,NO2,28/11/2020 00:00,37.6,ug m-3,R
TH2,NO2,28/11/2020 01:00,36.3,ug m-3,R
TH2,NO2,28/11/2020 02:00,34.1,ug m-3,R
TH2,NO2,28/11/2020 03:00,32.3,ug m-3,R
TH2,NO2,28/11/2020 04:00,33.9,ug m-3,R
TH2,NO2,28/11/2020 05:00,38,ug m-3,R
TH2,NO2,28/11/2020 06:00,36.6,ug m-3,R
TH2,NO2,28/11/2020 07:00,35.5,ug m-3,R
TH2,NO2,28/11/2020 08:00,34.3,ug m-3,R
TH2,NO2,28/11/2020 09:00,33,ug m-3,R
TH2,NO2,28/11/2020 10:00,34.2,ug m-3,R
TH2,NO2,28/11/2020 11:00,35.8,ug m-3,R
TH2,NO2,28/11/2020 12:00,35.3,ug m-3,R
TH2,NO2,28/11/2020 13:00,35.2,ug m-3,R
TH2,NO2,28/11/2020 14:00,41.3,ug m-3,R
TH2,NO2,28/11/2020 15:00,41.6,ug m-3,R
TH2,NO2,28/11/2020 16:00,40,ug m-3,R
TH2,NO2,28/11/2020 17:00,41.3,ug m-3,R
TH2,NO2,28/11/2020 18:00,41.8,ug m-3,R
TH2,NO2,28/11/2020 19:00,41.1,ug m-3,R
TH2,NO2,28/11/2020 20:00,44.3,ug m-3,R
TH2,NO2,28/11/2020 21:00,43.2,ug m-3,R
TH2,NO2,28/11/2020 22:00,43.3,ug m-3,R
TH2,NO2,28/11/2020 23:00,43,ug m-3,R
TH2,NO2,29/11/2020 00:00,44.8,ug m-3,R
TH2,NO2,29/11/2020 01:00,41,ug m-3,R
TH2,NO2,29/11/2020 02:00,39.2,ug m-3,R
TH2,NO2,29/11/2020 03:00,38.4,ug m-3,R
TH2,NO2,29/11/2020 04:00,40.4,ug m-3,R
TH2,NO2,29/11/2020 05:00,38,ug m-3,R
TH2,NO2,29/11/2020 06:00,34.3,ug m-3,R
TH2,NO2,29/11/2020 07:00,30.4,ug m-3,R
TH2,NO2,29/11/2020 08:00,28.6,ug m-3,R
TH2,NO2,29/11/2020 09:00,27.7,ug m-3,R
TH2,NO2,29/11/2020 10:00,28.7,ug m-3,R
TH2,NO2,29/11/2020 11:00,26.9,ug m-3,R
TH2,NO2,29/11/2020 12:00,30,ug m-3,R
TH2,NO2,29/11/2020 13:00,33.9,ug m-3,R
TH2,NO2,29/11/2020 14:00,37.6,ug m-3,R
TH2,NO2,29/11/2020 15:00,38.3,ug m-3,R
TH2,NO2,29/11/2020 16:00,44.3,ug m-3,R
TH2,NO2,29/11/2020 17:00,46.3,ug m-3,R
TH2,NO2,29/11/2020 18:00,47.7,ug m-3,R
TH2,NO2,29/11/2020 19:00,49.3,ug m-3,R
TH2,NO2,29/11/2020 20:00,49.4,ug m-3,R
TH2,NO2,29/11/2020 21:00,50.6,ug m-3,R
TH2,NO2,29/11/2020 22:00,51.1,ug m-3,R
TH2,NO2,29/11/2020 23:00,46.4,ug m-3,R
TH2,NO2,30/11/2020 00:00,40.2,ug m-3,R
TH2,NO2,30/11/2020 01:00,35.4,ug m-3,R
TH2,NO2,30/11/2020 02:00,34.6,ug m-3,R
TH2,NO2,30/11/2020 03:00,30,ug m-3,R
TH2,NO2,30/11/2020 04:00,27.2,ug m-3,R
TH2,NO2,30/11/2020 05:00,28,ug m-3,R
TH2,NO2,30/11/2020 06:00,25.8,ug m-3,R
TH2,NO2,30/11/2020 07:00,25.5,ug m-3,R
TH2,NO2,30/11/2020 08:00,26,ug m-3,R
TH2,NO2,30/11/2020 09:00,31.5,ug m-3,R
TH2,NO2,30/11/2020 10:00,27.6,ug m-3,R
TH2,NO2,30/11/2020 11:00,25.6,ug m-3,R
TH2,NO2,30/11/2020 12:00,33.2,ug m-3,R
TH2,NO2,30/11/2020 13:00,32.6,ug m-3,R
TH2,NO2,30/11/2020 14:00,32.3,ug m-3,R
TH2,NO2,30/11/2020 15:00,38.8,ug m-3,R
TH2,NO2,30/11/2020 16:00,42.8,ug m-3,R
TH2,NO2,30/11/2020 17:00,41.2,ug m-3,R
TH2,NO2,30/11/2020 18:00,40.6,ug m-3,R
TH2,NO2,30/11/2020 19:00,36.7,ug m-3,R
TH2,NO2,30/11/2020 20:00,29.9,ug m-3,R
TH2,NO2,30/11/2020 21:00,29.1,ug m-3,R
TH2,NO2,30/11/2020 22:00,33.8,ug m-3,R
TH2,NO2,30/11/2020 23:00,32.9,ug m-3,R
TH2,NO2,01/12/2020 00:00,30.2,ug m-3,R
TH2,NO2,01/12/2020 01:00,26.2,ug m-3,R
TH2,NO2,01/12/2020 02:00,23.1,ug m-3,R
TH2,NO2,01/12/2020 03:00,20.2,ug m-3,R
TH2,NO2,01/12/2020 04:00,19.2,ug m-3,R
TH2,NO2,01/12/2020 05:00,20.6,ug m-3,R
TH2,NO2,01/12/2020 07:00,36.3,ug m-3,R
TH2,NO2,01/12/2020 08:00,43.9,ug m-3,R
TH2,NO2,01/12/2020 09:00,40.9,ug m-3,R
TH2,NO2,01/12/2020 10:00,41.5,ug m-3,R
TH2,NO2,01/12/2020 11:00,51.7,ug m-3,R
TH2,NO2,01/12/2020 12:00,46.4,ug m-3,R
TH2,NO2,01/12/2020 13:00,50.1,ug m-3,R
TH2,NO2,01/12/2020 14:00,54.7,ug m-3,R
TH2,NO2,01/12/2020 15:00,54.3,ug m-3,R
TH2,NO2,01/12/2020 16:00,56,ug m-3,R
TH2,NO2,01/12/2020 17:00,52.6,ug m-3,R
TH2,NO2,01/12/2020 18:00,45.2,ug m-3,R
TH2,NO2,01/12/2020 19:00,47.6,ug m-3,R
TH2,NO2,01/12/2020 20:00,44,ug m-3,R
TH2,NO2,01/12/2020 21:00,44.2,ug m-3,R
TH2,NO2,01/12/2020 22:00,42.2,ug m-3,R
TH2,NO2,01/12/2020 23:00,39.2,ug m-3,R
TH2,NO2,02/12/2020 00:00,36,ug m-3,R
TH2,NO2,02/12/2020 01:00,32.8,ug m-3,R
TH2,NO2,02/12/2020 02:00,33.3,ug m-3,R
TH2,NO2,02/12/2020 03:00,34.2,ug m-3,R
TH2,NO2,02/12/2020 04:00,34.3,ug m-3,R
TH2,NO2,02/12/2020 05:00,42.1,ug m-3,R
TH2,NO2,02/12/2020 06:00,46.1,ug m-3,R
TH2,NO2,02/12/2020 07:00,47.8,ug m-3,R
TH2,NO2,02/12/2020 08:00,49.9,ug m-3,R
TH2,NO2,02/12/2020 09:00,48.9,ug m-3,R
TH2,NO2,02/12/2020 10:00,50,ug m-3,R
TH2,NO2,02/12/2020 11:00,59.4,ug m-3,R
TH2,NO2,02/12/2020 13:00,58.7,ug m-3,R
TH2,NO2,02/12/2020 14:00,61.5,ug m-3,R
TH2,NO2,02/12/2020 15:00,55.3,ug m-3,R
TH2,NO2,02/12/2020 16:00,48.5,ug m-3,R
TH2,NO2,02/12/2020 17:00,51.1,ug m-3,R
TH2,NO2,02/12/2020 18:00,44.1,ug m-3,R
TH2,NO2,02/12/2020 19:00,42.7,ug m-3,R
TH2,NO2,02/12/2020 20:00,38.1,ug m-3,R
TH2,NO2,02/12/2020 21:00,39.6,ug m-3,R
TH2,NO2,02/12/2020 22:00,37.3,ug m-3,R
TH2,NO2,02/12/2020 23:00,30.1,ug m-3,R
TH2,NO2,03/12/2020 00:00,27.1,ug m-3,R
TH2,NO2,03/12/2020 01:00,23.2,ug m-3,R
TH2,NO2,03/12/2020 02:00,19.3,ug m-3,R
TH2,NO2,03/12/2020 03:00,18.4,ug m-3,R
TH2,NO2,03/12/2020 04:00,16.5,ug m-3,R
TH2,NO2,03/12/2020 05:00,19.6,ug m-3,R
TH2,NO2,03/12/2020 06:00,25.7,ug m-3,R
TH2,NO2,03/12/2020 07:00,26.5,ug m-3,R
TH2,NO2,03/12/2020 08:00,32.5,ug m-3,R
TH2,NO2,03/12/2020 09:00,31.6,ug m-3,R
TH2,NO2,03/12/2020 10:00,28,ug m-3,R
TH2,NO2,03/12/2020 11:00,30.5,ug m-3,R
TH2,NO2,03/12/2020 12:00,28,ug m-3,R
TH2,NO2,03/12/2020 13:00,28.9,ug m-3,R
TH2,NO2,03/12/2020 14:00,29,ug m-3,R
TH2,NO2,03/12/2020 15:00,33.1,ug m-3,R
TH2,NO2,03/12/2020 16:00,41.1,ug m-3,R
TH2,NO2,03/12/2020 17:00,45.6,ug m-3,R
TH2,NO2,03/12/2020 18:00,52.7,ug m-3,R
TH2,NO2,03/12/2020 19:00,55.4,ug m-3,R
TH2,NO2,03/12/2020 20:00,54.1,ug m-3,R
TH2,NO2,03/12/2020 21:00,54.9,ug m-3,R
TH2,NO2,03/12/2020 22:00,55.1,ug m-3,R
TH2,NO2,03/12/2020 23:00,56,ug m-3,R
TH2,NO2,04/12/2020 00:00,54.8,ug m-3,R
TH2,NO2,04/12/2020 01:00,43.5,ug m-3,R
TH2,NO2,04/12/2020 02:00,32.5,ug m-3,R
TH2,NO2,04/12/2020 03:00,21.2,ug m-3,R
TH2,NO2,04/12/2020 04:00,16.5,ug m-3,R
TH2,NO2,04/12/2020 05:00,19.6,ug m-3,R
TH2,NO2,04/12/2020 06:00,22.9,ug m-3,R
TH2,NO2,04/12/2020 07:00,27.7,ug m-3,R
TH2,NO2,04/12/2020 08:00,33.2,ug m-3,R
TH2,NO2,04/12/2020 09:00,35,ug m-3,R
TH2,NO2,04/12/2020 10:00,35.9,ug m-3,R
TH2,NO2,04/12/2020 11:00,35.6,ug m-3,R
TH2,NO2,04/12/2020 12:00,35.8,ug m-3,R
TH2,NO2,04/12/2020 13:00,34.1,ug m-3,R
TH2,NO2,04/12/2020 14:00,32.5,ug m-3,R
TH2,NO2,04/12/2020 15:00,36.8,ug m-3,R
TH2,NO2,04/12/2020 16:00,38.5,ug m-3,R
TH2,NO2,04/12/2020 17:00,36,ug m-3,R
TH2,NO2,04/12/2020 18:00,29,ug m-3,R
TH2,NO2,04/12/2020 19:00,26.7,ug m-3,R
TH2,NO2,04/12/2020 20:00,23.8,ug m-3,R
TH2,NO2,04/12/2020 21:00,24.6,ug m-3,R
TH2,NO2,04/12/2020 22:00,25.5,ug m-3,R
TH2,NO2,04/12/2020 23:00,23.2,ug m-3,R
TH2,NO2,05/12/2020 00:00,19,ug m-3,R
TH2,NO2,05/12/2020 01:00,19.3,ug m-3,R
TH2,NO2,05/12/2020 02:00,19.7,ug m-3,R
TH2,NO2,05/12/2020 03:00,20.1,ug m-3,R
TH2,NO2,05/12/2020 04:00,21.6,ug m-3,R
TH2,NO2,05/12/2020 05:00,20.6,ug m-3,R
TH2,NO2,05/12/2020 06:00,24.4,ug m-3,R
TH2,NO2,05/12/2020 07:00,29.5,ug m-3,R
TH2,NO2,05/12/2020 08:00,33.6,ug m-3,R
TH2,NO2,05/12/2020 09:00,35.6,ug m-3,R
TH2,NO2,05/12/2020 10:00,30.7,ug m-3,R
TH2,NO2,05/12/2020 11:00,32,ug m-3,R
TH2,NO2,05/12/2020 12:00,29.3,ug m-3,R
TH2,NO2,05/12/2020 13:00,37.2,ug m-3,R
TH2,NO2,05/12/2020 14:00,35.5,ug m-3,R
TH2,NO2,05/12/2020 15:00,35.9,ug m-3,R
TH2,NO2,05/12/2020 16:00,40.4,ug m-3,R
TH2,NO2,05/12/2020 17:00,45.4,ug m-3,R
TH2,NO2,05/12/2020 18:00,49.7,ug m-3,R
TH2,NO2,05/12/2020 19:00,50.1,ug m-3,R
TH2,NO2,05/12/2020 20:00,49.3,ug m-3,R
TH2,NO2,05/12/2020 21:00,45.3,ug m-3,R
TH2,NO2,05/12/2020 22:00,42,ug m-3,R
TH2,NO2,05/12/2020 23:00,42.1,ug m-3,R
TH2,NO2,06/12/2020 00:00,35.9,ug m-3,R
TH2,NO2,06/12/2020 01:00,30,ug m-3,R
TH2,NO2,06/12/2020 02:00,24,ug m-3,R
TH2,NO2,06/12/2020 03:00,22.8,ug m-3,R
TH2,NO2,06/12/2020 04:00,22.5,ug m-3,R
TH2,NO2,06/12/2020 05:00,21.8,ug m-3,R
TH2,NO2,06/12/2020 06:00,21.8,ug m-3,R
TH2,NO2,06/12/2020 07:00,28.3,ug m-3,R
TH2,NO2,06/12/2020 08:00,28.3,ug m-3,R
TH2,NO2,06/12/2020 09:00,31.2,ug m-3,R
TH2,NO2,06/12/2020 10:00,33.8,ug m-3,R
TH2,NO2,06/12/2020 11:00,35.7,ug m-3,R
TH2,NO2,06/12/2020 12:00,35.2,ug m-3,R
TH2,NO2,06/12/2020 13:00,36.4,ug m-3,R
TH2,NO2,06/12/2020 14:00,32.6,ug m-3,R
TH2,NO2,06/12/2020 15:00,34.4,ug m-3,R
TH2,NO2,06/12/2020 16:00,36.4,ug m-3,R
TH2,NO2,06/12/2020 17:00,37.8,ug m-3,R
TH2,NO2,06/12/2020 18:00,35.3,ug m-3,R
TH2,NO2,06/12/2020 19:00,33.8,ug m-3,R
TH2,NO2,06/12/2020 20:00,31.9,ug m-3,R
TH2,NO2,06/12/2020 21:00,32.5,ug m-3,R
TH2,NO2,06/12/2020 22:00,33,ug m-3,R
TH2,NO2,06/12/2020 23:00,29.7,ug m-3,R
TH2,NO2,07/12/2020 00:00,27.7,ug m-3,R
TH2,NO2,07/12/2020 01:00,22.4,ug m-3,R
TH2,NO2,07/12/2020 02:00,21.2,ug m-3,R
TH2,NO2,07/12/2020 03:00,20.4,ug m-3,R
TH2,NO2,07/12/2020 04:00,17.8,ug m-3,R
TH2,NO2,07/12/2020 05:00,21.9,ug m-3,R
TH2,NO2,07/12/2020 06:00,26.7,ug m-3,R
TH2,NO2,07/12/2020 07:00,30.9,ug m-3,R
TH2,NO2,07/12/2020 08:00,34.5,ug m-3,R
TH2,NO2,07/12/2020 09:00,41.9,ug m-3,R
TH2,NO2,07/12/2020 10:00,41.7,ug m-3,R
TH2,NO2,07/12/2020 11:00,40,ug m-3,R
TH2,NO2,07/12/2020 12:00,44.4,ug m-3,R
TH2,NO2,07/12/2020 13:00,45,ug m-3,R
TH2,NO2,07/12/2020 14:00,49.1,ug m-3,R
TH2,NO2,07/12/2020 15:00,52.8,ug m-3,R
TH2,NO2,07/12/2020 16:00,52.1,ug m-3,R
TH2,NO2,07/12/2020 17:00,53.5,ug m-3,R
TH2,NO2,07/12/2020 18:00,46.5,ug m-3,R
TH2,NO2,07/12/2020 19:00,42.2,ug m-3,R
TH2,NO2,07/12/2020 20:00,42.5,ug m-3,R
TH2,NO2,07/12/2020 21:00,40.2,ug m-3,R
TH2,NO2,07/12/2020 22:00,40.3,ug m-3,R
TH2,NO2,07/12/2020 23:00,42.5,ug m-3,R
TH2,NO2,08/12/2020 00:00,42.7,ug m-3,R
TH2,NO2,08/12/2020 01:00,42.4,ug m-3,R
TH2,NO2,08/12/2020 02:00,40.6,ug m-3,R
TH2,NO2,08/12/2020 03:00,40.1,ug m-3,R
TH2,NO2,08/12/2020 04:00,39.5,ug m-3,R
TH2,NO2,08/12/2020 05:00,39.3,ug m-3,R
TH2,NO2,08/12/2020 06:00,40.6,ug m-3,R
TH2,NO2,08/12/2020 07:00,42.7,ug m-3,R
TH2,NO2,08/12/2020 08:00,47.1,ug m-3,R
TH2,NO2,08/12/2020 09:00,46.2,ug m-3,R
TH2,NO2,08/12/2020 10:00,44.4,ug m-3,R
TH2,NO2,08/12/2020 11:00,43.2,ug m-3,R
TH2,NO2,08/12/2020 12:00,35.8,ug m-3,R
TH2,NO2,08/12/2020 13:00,35.7,ug m-3,R
TH2,NO2,08/12/2020 14:00,38.8,ug m-3,R
TH2,NO2,08/12/2020 15:00,39.2,ug m-3,R
TH2,NO2,08/12/2020 16:00,39.3,ug m-3,R
TH2,NO2,08/12/2020 17:00,41.6,ug m-3,R
TH2,NO2,08/12/2020 18:00,38.2,ug m-3,R
TH2,NO2,08/12/2020 19:00,40.1,ug m-3,R
TH2,NO2,08/12/2020 20:00,37.5,ug m-3,R
TH2,NO2,08/12/2020 21:00,36.1,ug m-3,R
TH2,NO2,08/12/2020 22:00,32.9,ug m-3,R
TH2,NO2,08/12/2020 23:00,33.5,ug m-3,R
TH2,NO2,09/12/2020 00:00,30.7,ug m-3,R
TH2,NO2,09/12/2020 01:00,26.7,ug m-3,R
TH2,NO2,09/12/2020 02:00,25.5,ug m-3,R
TH2,NO2,09/12/2020 03:00,22.6,ug m-3,R
TH2,NO2,09/12/2020 04:00,20.1,ug m-3,R
TH2,NO2,09/12/2020 05:00,21.2,ug m-3,R
TH2,NO2,09/12/2020 06:00,28.7,ug m-3,R
TH2,NO2,09/12/2020 07:00,34.5,ug m-3,R
TH2,NO2,09/12/2020 08:00,39.5,ug m-3,R
TH2,NO2,09/12/2020 09:00,41.5,ug m-3,R
TH2,NO2,09/12/2020 10:00,41.1,ug m-3,R
TH2,NO2,09/12/2020 11:00,40.3,ug m-3,R
TH2,NO2,09/12/2020 12:00,40.6,ug m-3,R
TH2,NO2,09/12/2020 13:00,34.9,ug m-3,R
TH2,NO2,09/12/2020 14:00,39.6,ug m-3,R
TH2,NO2,09/12/2020 15:00,42.6,ug m-3,R
TH2,NO2,09/12/2020 16:00,39.4,ug m-3,R
TH2,NO2,09/12/2020 17:00,43.1,ug m-3,R
TH2,NO2,09/12/2020 18:00,39.9,ug m-3,R
TH2,NO2,09/12/2020 19:00,40.8,ug m-3,R
TH2,NO2,09/12/2020 20:00,37,ug m-3,R
TH2,NO2,09/12/2020 21:00,32.1,ug m-3,R
TH2,NO2,09/12/2020 22:00,39.8,ug m-3,R
TH2,NO2,09/12/2020 23:00,41.1,ug m-3,R
TH2,NO2,10/12/2020 00:00,46.7,ug m-3,R
TH2,NO2,10/12/2020 01:00,37.8,ug m-3,R
TH2,NO2,10/12/2020 02:00,30.1,ug m-3,R
TH2,NO2,10/12/2020 03:00,24.3,ug m-3,R
TH2,NO2,10/12/2020 04:00,24.7,ug m-3,R
TH2,NO2,10/12/2020 05:00,26.3,ug m-3,R
TH2,NO2,10/12/2020 06:00,33.3,ug m-3,R
TH2,NO2,10/12/2020 07:00,38.1,ug m-3,R
TH2,NO2,10/12/2020 08:00,40.6,ug m-3,R
TH2,NO2,10/12/2020 09:00,40.1,ug m-3,R
TH2,NO2,10/12/2020 10:00,35.5,ug m-3,R
TH2,NO2,10/12/2020 11:00,31.5,ug m-3,R
TH2,NO2,10/12/2020 12:00,29.5,ug m-3,R
TH2,NO2,10/12/2020 13:00,31.7,ug m-3,R
TH2,NO2,10/12/2020 14:00,32.8,ug m-3,R
TH2,NO2,10/12/2020 15:00,34.6,ug m-3,R
TH2,NO2,10/12/2020 16:00,31.2,ug m-3,R
TH2,NO2,10/12/2020 17:00,29.1,ug m-3,R
TH2,NO2,10/12/2020 18:00,29.8,ug m-3,R
TH2,NO2,10/12/2020 19:00,27.1,ug m-3,R
TH2,NO2,10/12/2020 20:00,24.1,ug m-3,R
TH2,NO2,10/12/2020 21:00,21.5,ug m-3,R
TH2,NO2,10/12/2020 22:00,21.9,ug m-3,R
TH2,NO2,10/12/2020 23:00,25.2,ug m-3,R
TH2,NO2,11/12/2020 00:00,30,ug m-3,R
TH2,NO2,11/12/2020 01:00,20.8,ug m-3,R
TH2,NO2,11/12/2020 02:00,15.7,ug m-3,R
TH2,NO2,11/12/2020 03:00,14.2,ug m-3,R
TH2,NO2,11/12/2020 04:00,11.5,ug m-3,R
TH2,NO2,11/12/2020 05:00,12.4,ug m-3,R
TH2,NO2,11/12/2020 06:00,18.2,ug m-3,R
TH2,NO2,11/12/2020 07:00,27.5,ug m-3,R
TH2,NO2,11/12/2020 08:00,35.6,ug m-3,R
TH2,NO2,11/12/2020 09:00,39.6,ug m-3,R
TH2,NO2,11/12/2020 10:00,39.4,ug m-3,R
TH2,NO2,11/12/2020 11:00,39.3,ug m-3,R
TH2,NO2,11/12/2020 12:00,40.1,ug m-3,R
TH2,NO2,11/12/2020 13:00,40.8,ug m-3,R
TH2,NO2,11/12/2020 14:00,38.8,ug m-3,R
TH2,NO2,11/12/2020 15:00,35.9,ug m-3,R
TH2,NO2,11/12/2020 16:00,40.9,ug m-3,R
TH2,NO2,11/12/2020 17:00,52.5,ug m-3,R
TH2,NO2,11/12/2020 18:00,58.5,ug m-3,R
TH2,NO2,11/12/2020 19:00,54.7,ug m-3,R
TH2,NO2,11/12/2020 20:00,52.1,ug m-3,R
TH2,NO2,11/12/2020 21:00,50.4,ug m-3,R
TH2,NO2,11/12/2020 22:00,48.1,ug m-3,R
TH2,NO2,11/12/2020 23:00,43.5,ug m-3,R
TH2,NO2,12/12/2020 00:00,35.8,ug m-3,R
TH2,NO2,12/12/2020 01:00,30.4,ug m-3,R
TH2,NO2,12/12/2020 02:00,28.2,ug m-3,R
TH2,NO2,12/12/2020 03:00,23,ug m-3,R
TH2,NO2,12/12/2020 04:00,20.8,ug m-3,R
TH2,NO2,12/12/2020 05:00,21.2,ug m-3,R
TH2,NO2,12/12/2020 06:00,23.8,ug m-3,R
TH2,NO2,12/12/2020 07:00,27,ug m-3,R
TH2,NO2,12/12/2020 08:00,27.2,ug m-3,R
TH2,NO2,12/12/2020 09:00,27.7,ug m-3,R
TH2,NO2,12/12/2020 10:00,26.3,ug m-3,R
TH2,NO2,12/12/2020 11:00,22,ug m-3,R
TH2,NO2,12/12/2020 12:00,27.1,ug m-3,R
TH2,NO2,12/12/2020 13:00,33.5,ug m-3,R
TH2,NO2,12/12/2020 14:00,39.1,ug m-3,R
TH2,NO2,12/12/2020 15:00,45.2,ug m-3,R
TH2,NO2,12/12/2020 16:00,50.8,ug m-3,R
TH2,NO2,12/12/2020 17:00,51.2,ug m-3,R
TH2,NO2,12/12/2020 18:00,45.9,ug m-3,R
TH2,NO2,12/12/2020 19:00,46.2,ug m-3,R
TH2,NO2,12/12/2020 20:00,45.1,ug m-3,R
TH2,NO2,12/12/2020 21:00,42.6,ug m-3,R
TH2,NO2,12/12/2020 22:00,44.5,ug m-3,R
TH2,NO2,12/12/2020 23:00,40.5,ug m-3,R
TH2,NO2,13/12/2020 00:00,36.5,ug m-3,R
TH2,NO2,13/12/2020 01:00,35,ug m-3,R
TH2,NO2,13/12/2020 02:00,29.7,ug m-3,R
TH2,NO2,13/12/2020 03:00,24.9,ug m-3,R
TH2,NO2,13/12/2020 04:00,27.1,ug m-3,R
TH2,NO2,13/12/2020 05:00,22.5,ug m-3,R
TH2,NO2,13/12/2020 06:00,17.5,ug m-3,R
TH2,NO2,13/12/2020 07:00,17.5,ug m-3,R
TH2,NO2,13/12/2020 08:00,18.7,ug m-3,R
TH2,NO2,13/12/2020 09:00,17.2,ug m-3,R
TH2,NO2,13/12/2020 10:00,24.8,ug m-3,R
TH2,NO2,13/12/2020 11:00,20.1,ug m-3,R
TH2,NO2,13/12/2020 12:00,16.1,ug m-3,R
TH2,NO2,13/12/2020 13:00,15.3,ug m-3,R
TH2,NO2,13/12/2020 14:00,17.1,ug m-3,R
TH2,NO2,13/12/2020 15:00,16.5,ug m-3,R
TH2,NO2,13/12/2020 16:00,16,ug m-3,R
TH2,NO2,13/12/2020 17:00,16.9,ug m-3,R
TH2,NO2,13/12/2020 18:00,18.8,ug m-3,R
TH2,NO2,13/12/2020 19:00,18.2,ug m-3,R
TH2,NO2,13/12/2020 20:00,15.8,ug m-3,R
TH2,NO2,13/12/2020 21:00,15.8,ug m-3,R
TH2,NO2,13/12/2020 22:00,14.9,ug m-3,R
TH2,NO2,13/12/2020 23:00,13.9,ug m-3,R
TH2,NO2,14/12/2020 00:00,13.9,ug m-3,R
TH2,NO2,14/12/2020 01:00,11.6,ug m-3,R
TH2,NO2,14/12/2020 02:00,10.9,ug m-3,R
TH2,NO2,14/12/2020 03:00,10.2,ug m-3,R
TH2,NO2,14/12/2020 04:00,10.1,ug m-3,R
TH2,NO2,14/12/2020 05:00,11.3,ug m-3,R
TH2,NO2,14/12/2020 06:00,13.5,ug m-3,R
TH2,NO2,14/12/2020 07:00,17.2,ug m-3,R
TH2,NO2,14/12/2020 08:00,21,ug m-3,R
TH2,NO2,14/12/2020 09:00,21.6,ug m-3,R
TH2,NO2,14/12/2020 10:00,18.2,ug m-3,R
TH2,NO2,14/12/2020 11:00,22.9,ug m-3,R
TH2,NO2,14/12/2020 12:00,22.3,ug m-3,R
TH2,NO2,14/12/2020 13:00,19.7,ug m-3,R
TH2,NO2,14/12/2020 14:00,22.4,ug m-3,R
TH2,NO2,14/12/2020 15:00,31.9,ug m-3,R
TH2,NO2,14/12/2020 16:00,37,ug m-3,R
TH2,NO2,14/12/2020 17:00,28.7,ug m-3,R
TH2,NO2,14/12/2020 18:00,29.8,ug m-3,R
TH2,NO2,14/12/2020 19:00,28.7,ug m-3,R
TH2,NO2,14/12/2020 20:00,27.4,ug m-3,R
TH2,NO2,14/12/2020 21:00,22.4,ug m-3,R
TH2,NO2,14/12/2020 22:00,19,ug m-3,R
TH2,NO2,14/12/2020 23:00,17.4,ug m-3,R
TH2,NO2,15/12/2020 00:00,15.3,ug m-3,R
TH2,NO2,15/12/2020 01:00,15.7,ug m-3,R
TH2,NO2,15/12/2020 02:00,13.4,ug m-3,R
TH2,NO2,15/12/2020 03:00,12.4,ug m-3,R
TH2,NO2,15/12/2020 04:00,12.2,ug m-3,R
TH2,NO2,15/12/2020 05:00,12.8,ug m-3,R
TH2,NO2,15/12/2020 06:00,17.2,ug m-3,R
TH2,NO2,15/12/2020 07:00,24.8,ug m-3,R
TH2,NO2,15/12/2020 08:00,32.9,ug m-3,R
TH2,NO2,15/12/2020 09:00,36,ug m-3,R
TH2,NO2,15/12/2020 10:00,28.4,ug m-3,R
TH2,NO2,15/12/2020 11:00,26.5,ug m-3,R
TH2,NO2,15/12/2020 12:00,19.1,ug m-3,R
TH2,NO2,15/12/2020 13:00,22.4,ug m-3,R
TH2,NO2,15/12/2020 14:00,25.1,ug m-3,R
TH2,NO2,15/12/2020 15:00,28.2,ug m-3,R
TH2,NO2,15/12/2020 16:00,32.2,ug m-3,R
TH2,NO2,15/12/2020 17:00,34.2,ug m-3,R
TH2,NO2,15/12/2020 18:00,34.3,ug m-3,R
TH2,NO2,15/12/2020 19:00,35,ug m-3,R
TH2,NO2,15/12/2020 20:00,33.2,ug m-3,R
TH2,NO2,15/12/2020 21:00,31.1,ug m-3,R
TH2,NO2,15/12/2020 22:00,26.3,ug m-3,R
TH2,NO2,15/12/2020 23:00,22.2,ug m-3,R
TH2,NO2,16/12/2020 00:00,20,ug m-3,R
TH2,NO2,16/12/2020 01:00,16.9,ug m-3,R
TH2,NO2,16/12/2020 02:00,16.1,ug m-3,R
TH2,NO2,16/12/2020 03:00,13.9,ug m-3,R
TH2,NO2,16/12/2020 04:00,12.7,ug m-3,R
TH2,NO2,16/12/2020 05:00,12.2,ug m-3,R
TH2,NO2,16/12/2020 06:00,13.7,ug m-3,R
TH2,NO2,16/12/2020 07:00,16.4,ug m-3,R
TH2,NO2,16/12/2020 08:00,18.7,ug m-3,R
TH2,NO2,16/12/2020 09:00,18.6,ug m-3,R
TH2,NO2,16/12/2020 10:00,20.5,ug m-3,R
TH2,NO2,16/12/2020 11:00,24.8,ug m-3,R
TH2,NO2,16/12/2020 14:00,23.3,ug m-3,R
TH2,NO2,16/12/2020 15:00,21.5,ug m-3,R
TH2,NO2,16/12/2020 16:00,25.7,ug m-3,R
TH2,NO2,16/12/2020 17:00,40.4,ug m-3,R
TH2,NO2,16/12/2020 18:00,58.6,ug m-3,R
TH2,NO2,16/12/2020 19:00,55.8,ug m-3,R
TH2,NO2,16/12/2020 20:00,51.1,ug m-3,R
TH2,NO2,16/12/2020 21:00,43.8,ug m-3,R
