Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
TH2,NO2,01/01/2019 00:00,54.1,ug m-3,R
TH2,NO2,01/01/2019 01:00,54.7,ug m-3,R
TH2,NO2,01/01/2019 02:00,45.7,ug m-3,R
TH2,NO2,01/01/2019 03:00,45,ug m-3,R
TH2,NO2,01/01/2019 04:00,48,ug m-3,R
TH2,NO2,01/01/2019 05:00,50,ug m-3,R
TH2,NO2,01/01/2019 06:00,50.6,ug m-3,R
TH2,NO2,01/01/2019 07:00,46.2,ug m-3,R
TH2,NO2,01/01/2019 08:00,43.2,ug m-3,R
TH2,NO2,01/01/2019 09:00,41.3,ug m-3,R
TH2,NO2,01/01/2019 10:00,46.5,ug m-3,R
TH2,NO2,01/01/2019 11:00,42.2,ug m-3,R
TH2,NO2,01/01/2019 12:00,40,ug m-3,R
TH2,NO2,01/01/2019 13:00,40.5,ug m-3,R
TH2,NO2,01/01/2019 14:00,37.2,ug m-3,R
TH2,NO2,01/01/2019 15:00,43.7,ug m-3,R
TH2,NO2,01/01/2019 16:00,47.7,ug m-3,R
TH2,NO2,01/01/2019 17:00,45.2,ug m-3,R
TH2,NO2,01/01/2019 18:00,52.1,ug m-3,R
TH2,NO2,01/01/2019 19:00,62.4,ug m-3,R
TH2,NO2,01/01/2019 20:00,51.3,ug m-3,R
TH2,NO2,01/01/2019 21:00,48.2,ug m-3,R
TH2,NO2,01/01/2019 22:00,38.4,ug m-3,R
TH2,NO2,01/01/2019 23:00,47.3,ug m-3,R
TH2,NO2,02/01/2019 00:00,41.3,ug m-3,R
TH2,NO2,02/01/2019 01:00,43.5,ug m-3,R
TH2,NO2,02/01/2019 02:00,42.5,ug m-3,R
TH2,NO2,02/01/2019 03:00,31.9,ug m-3,R
TH2,NO2,02/01/2019 04:00,36.9,ug m-3,R
TH2,NO2,02/01/2019 05:00,40.5,ug m-3,R
TH2,NO2,02/01/2019 06:00,55.6,ug m-3,R
TH2,NO2,02/01/2019 07:00,67.2,ug m-3,R
TH2,NO2,02/01/2019 08:00,63,ug m-3,R
TH2,NO2,02/01/2019 09:00,71.9,ug m-3,R
TH2,NO2,02/01/2019 10:00,68.9,ug m-3,R
TH2,NO2,02/01/2019 11:00,68.3,ug m-3,R
TH2,NO2,02/01/2019 12:00,70.8,ug m-3,R
TH2,NO2,02/01/2019 13:00,73.8,ug m-3,R
TH2,NO2,02/01/2019 14:00,79.5,ug m-3,R
TH2,NO2,02/01/2019 15:00,82,ug m-3,R
TH2,NO2,02/01/2019 16:00,79.8,ug m-3,R
TH2,NO2,02/01/2019 17:00,80.3,ug m-3,R
TH2,NO2,02/01/2019 18:00,83,ug m-3,R
TH2,NO2,02/01/2019 19:00,80.3,ug m-3,R
TH2,NO2,02/01/2019 20:00,80.7,ug m-3,R
TH2,NO2,02/01/2019 21:00,69.1,ug m-3,R
TH2,NO2,02/01/2019 22:00,68.9,ug m-3,R
TH2,NO2,02/01/2019 23:00,74.4,ug m-3,R
TH2,NO2,03/01/2019 00:00,64.3,ug m-3,R
TH2,NO2,03/01/2019 01:00,55.8,ug m-3,R
TH2,NO2,03/01/2019 02:00,58.2,ug m-3,R
TH2,NO2,03/01/2019 03:00,59.9,ug m-3,R
TH2,NO2,03/01/2019 04:00,51.6,ug m-3,R
TH2,NO2,03/01/2019 05:00,60.7,ug m-3,R
TH2,NO2,03/01/2019 06:00,64.4,ug m-3,R
TH2,NO2,03/01/2019 07:00,73,ug m-3,R
TH2,NO2,03/01/2019 08:00,91.1,ug m-3,R
TH2,NO2,03/01/2019 09:00,93.7,ug m-3,R
TH2,NO2,03/01/2019 10:00,93.5,ug m-3,R
TH2,NO2,03/01/2019 11:00,100.7,ug m-3,R
TH2,NO2,03/01/2019 12:00,94.2,ug m-3,R
TH2,NO2,03/01/2019 13:00,100.4,ug m-3,R
TH2,NO2,03/01/2019 14:00,83.7,ug m-3,R
TH2,NO2,03/01/2019 15:00,83.8,ug m-3,R
TH2,NO2,03/01/2019 16:00,73.6,ug m-3,R
TH2,NO2,03/01/2019 17:00,79,ug m-3,R
TH2,NO2,03/01/2019 18:00,69.9,ug m-3,R
TH2,NO2,03/01/2019 19:00,79.5,ug m-3,R
TH2,NO2,03/01/2019 20:00,81,ug m-3,R
TH2,NO2,03/01/2019 21:00,75.5,ug m-3,R
TH2,NO2,03/01/2019 22:00,74.8,ug m-3,R
TH2,NO2,03/01/2019 23:00,70.8,ug m-3,R
TH2,NO2,04/01/2019 00:00,67.9,ug m-3,R
TH2,NO2,04/01/2019 01:00,66.8,ug m-3,R
TH2,NO2,04/01/2019 02:00,63.3,ug m-3,R
TH2,NO2,04/01/2019 03:00,60.1,ug m-3,R
TH2,NO2,04/01/2019 04:00,57.2,ug m-3,R
TH2,NO2,04/01/2019 05:00,46.2,ug m-3,R
TH2,NO2,04/01/2019 06:00,50.4,ug m-3,R
TH2,NO2,04/01/2019 07:00,57.1,ug m-3,R
TH2,NO2,04/01/2019 08:00,64.1,ug m-3,R
TH2,NO2,04/01/2019 09:00,58.7,ug m-3,R
TH2,NO2,04/01/2019 10:00,67.2,ug m-3,R
TH2,NO2,04/01/2019 11:00,82,ug m-3,R
TH2,NO2,04/01/2019 12:00,77.9,ug m-3,R
TH2,NO2,04/01/2019 13:00,83.2,ug m-3,R
TH2,NO2,04/01/2019 14:00,72.5,ug m-3,R
TH2,NO2,04/01/2019 15:00,75.4,ug m-3,R
TH2,NO2,04/01/2019 16:00,75.2,ug m-3,R
TH2,NO2,04/01/2019 17:00,81.4,ug m-3,R
TH2,NO2,04/01/2019 18:00,81.3,ug m-3,R
TH2,NO2,04/01/2019 19:00,82.5,ug m-3,R
TH2,NO2,04/01/2019 20:00,79.6,ug m-3,R
TH2,NO2,04/01/2019 21:00,74,ug m-3,R
TH2,NO2,04/01/2019 22:00,73.7,ug m-3,R
TH2,NO2,04/01/2019 23:00,72.5,ug m-3,R
TH2,NO2,05/01/2019 00:00,63.3,ug m-3,R
TH2,NO2,05/01/2019 01:00,53.6,ug m-3,R
TH2,NO2,05/01/2019 02:00,43.3,ug m-3,R
TH2,NO2,05/01/2019 03:00,44.2,ug m-3,R
TH2,NO2,05/01/2019 04:00,45.1,ug m-3,R
TH2,NO2,05/01/2019 05:00,45.6,ug m-3,R
TH2,NO2,05/01/2019 06:00,47.3,ug m-3,R
TH2,NO2,05/01/2019 07:00,49.1,ug m-3,R
TH2,NO2,05/01/2019 08:00,48.8,ug m-3,R
TH2,NO2,05/01/2019 09:00,50,ug m-3,R
TH2,NO2,05/01/2019 10:00,50,ug m-3,R
TH2,NO2,05/01/2019 11:00,47.7,ug m-3,R
TH2,NO2,05/01/2019 12:00,58,ug m-3,R
TH2,NO2,05/01/2019 13:00,61,ug m-3,R
TH2,NO2,05/01/2019 14:00,63.7,ug m-3,R
TH2,NO2,05/01/2019 15:00,76.7,ug m-3,R
TH2,NO2,05/01/2019 16:00,68.7,ug m-3,R
TH2,NO2,05/01/2019 17:00,67.5,ug m-3,R
TH2,NO2,05/01/2019 18:00,73.9,ug m-3,R
TH2,NO2,05/01/2019 19:00,80.9,ug m-3,R
TH2,NO2,05/01/2019 20:00,75.6,ug m-3,R
TH2,NO2,05/01/2019 21:00,78.9,ug m-3,R
TH2,NO2,05/01/2019 22:00,72.3,ug m-3,R
TH2,NO2,05/01/2019 23:00,75.5,ug m-3,R
TH2,NO2,06/01/2019 00:00,78.9,ug m-3,R
TH2,NO2,06/01/2019 01:00,70.3,ug m-3,R
TH2,NO2,06/01/2019 02:00,61,ug m-3,R
TH2,NO2,06/01/2019 03:00,57.3,ug m-3,R
TH2,NO2,06/01/2019 04:00,48.8,ug m-3,R
TH2,NO2,06/01/2019 05:00,47,ug m-3,R
TH2,NO2,06/01/2019 06:00,47.9,ug m-3,R
TH2,NO2,06/01/2019 07:00,52.2,ug m-3,R
TH2,NO2,06/01/2019 08:00,48,ug m-3,R
TH2,NO2,06/01/2019 09:00,47.1,ug m-3,R
TH2,NO2,06/01/2019 10:00,57.4,ug m-3,R
TH2,NO2,06/01/2019 11:00,56.9,ug m-3,R
TH2,NO2,06/01/2019 12:00,57.3,ug m-3,R
TH2,NO2,06/01/2019 13:00,64.8,ug m-3,R
TH2,NO2,06/01/2019 14:00,66.1,ug m-3,R
TH2,NO2,06/01/2019 15:00,64.1,ug m-3,R
TH2,NO2,06/01/2019 16:00,72.1,ug m-3,R
TH2,NO2,06/01/2019 17:00,73.5,ug m-3,R
TH2,NO2,06/01/2019 18:00,64.2,ug m-3,R
TH2,NO2,06/01/2019 19:00,60.6,ug m-3,R
TH2,NO2,06/01/2019 20:00,65.5,ug m-3,R
TH2,NO2,06/01/2019 21:00,63.9,ug m-3,R
TH2,NO2,06/01/2019 22:00,67,ug m-3,R
TH2,NO2,06/01/2019 23:00,66.3,ug m-3,R
TH2,NO2,07/01/2019 00:00,67,ug m-3,R
TH2,NO2,07/01/2019 01:00,53.9,ug m-3,R
TH2,NO2,07/01/2019 02:00,52.9,ug m-3,R
TH2,NO2,07/01/2019 03:00,51.8,ug m-3,R
TH2,NO2,07/01/2019 04:00,46.9,ug m-3,R
TH2,NO2,07/01/2019 05:00,43.7,ug m-3,R
TH2,NO2,07/01/2019 06:00,43.7,ug m-3,R
TH2,NO2,07/01/2019 07:00,52.6,ug m-3,R
TH2,NO2,07/01/2019 08:00,54.3,ug m-3,R
TH2,NO2,07/01/2019 09:00,62,ug m-3,R
TH2,NO2,07/01/2019 10:00,54.6,ug m-3,R
TH2,NO2,07/01/2019 11:00,61.2,ug m-3,R
TH2,NO2,07/01/2019 12:00,57.5,ug m-3,R
TH2,NO2,07/01/2019 13:00,54.9,ug m-3,R
TH2,NO2,07/01/2019 14:00,49.5,ug m-3,R
TH2,NO2,07/01/2019 15:00,49.2,ug m-3,R
TH2,NO2,07/01/2019 16:00,52.2,ug m-3,R
TH2,NO2,07/01/2019 17:00,47.6,ug m-3,R
TH2,NO2,07/01/2019 18:00,47.1,ug m-3,R
TH2,NO2,07/01/2019 19:00,47.5,ug m-3,R
TH2,NO2,07/01/2019 20:00,46.1,ug m-3,R
TH2,NO2,07/01/2019 21:00,44.6,ug m-3,R
TH2,NO2,07/01/2019 22:00,41.6,ug m-3,R
TH2,NO2,07/01/2019 23:00,37,ug m-3,R
TH2,NO2,08/01/2019 00:00,35.1,ug m-3,R
TH2,NO2,08/01/2019 01:00,33.1,ug m-3,R
TH2,NO2,08/01/2019 02:00,35.8,ug m-3,R
TH2,NO2,08/01/2019 03:00,29.3,ug m-3,R
TH2,NO2,08/01/2019 04:00,27.7,ug m-3,R
TH2,NO2,08/01/2019 05:00,29.1,ug m-3,R
TH2,NO2,08/01/2019 06:00,34.9,ug m-3,R
TH2,NO2,08/01/2019 07:00,45.8,ug m-3,R
TH2,NO2,08/01/2019 08:00,52.3,ug m-3,R
TH2,NO2,08/01/2019 09:00,50.1,ug m-3,R
TH2,NO2,08/01/2019 10:00,56.3,ug m-3,R
TH2,NO2,08/01/2019 11:00,69.4,ug m-3,R
TH2,NO2,08/01/2019 12:00,80.6,ug m-3,R
TH2,NO2,08/01/2019 13:00,77.8,ug m-3,R
TH2,NO2,08/01/2019 14:00,73.1,ug m-3,R
TH2,NO2,08/01/2019 15:00,73.7,ug m-3,R
TH2,NO2,08/01/2019 16:00,75,ug m-3,R
TH2,NO2,08/01/2019 17:00,77.1,ug m-3,R
TH2,NO2,08/01/2019 18:00,72.7,ug m-3,R
TH2,NO2,08/01/2019 19:00,60.7,ug m-3,R
TH2,NO2,08/01/2019 20:00,64.5,ug m-3,R
TH2,NO2,08/01/2019 21:00,60.4,ug m-3,R
TH2,NO2,08/01/2019 22:00,56,ug m-3,R
TH2,NO2,08/01/2019 23:00,49.8,ug m-3,R
TH2,NO2,09/01/2019 00:00,42.7,ug m-3,R
TH2,NO2,09/01/2019 01:00,49.4,ug m-3,R
TH2,NO2,09/01/2019 02:00,38.5,ug m-3,R
TH2,NO2,09/01/2019 03:00,28.4,ug m-3,R
TH2,NO2,09/01/2019 04:00,27.8,ug m-3,R
TH2,NO2,09/01/2019 05:00,36.5,ug m-3,R
TH2,NO2,09/01/2019 06:00,39.2,ug m-3,R
TH2,NO2,09/01/2019 07:00,58,ug m-3,R
TH2,NO2,09/01/2019 08:00,62.4,ug m-3,R
TH2,NO2,09/01/2019 09:00,66.1,ug m-3,R
TH2,NO2,09/01/2019 10:00,59.3,ug m-3,R
TH2,NO2,09/01/2019 11:00,60.5,ug m-3,R
TH2,NO2,09/01/2019 12:00,62.4,ug m-3,R
TH2,NO2,09/01/2019 13:00,61,ug m-3,R
TH2,NO2,09/01/2019 14:00,69.9,ug m-3,R
TH2,NO2,09/01/2019 15:00,72.7,ug m-3,R
TH2,NO2,09/01/2019 16:00,80.8,ug m-3,R
TH2,NO2,09/01/2019 17:00,74.8,ug m-3,R
TH2,NO2,09/01/2019 18:00,68.3,ug m-3,R
TH2,NO2,09/01/2019 19:00,60.2,ug m-3,R
TH2,NO2,09/01/2019 20:00,56.1,ug m-3,R
TH2,NO2,09/01/2019 21:00,55.2,ug m-3,R
TH2,NO2,09/01/2019 22:00,49.2,ug m-3,R
TH2,NO2,09/01/2019 23:00,46.3,ug m-3,R
TH2,NO2,10/01/2019 00:00,45.1,ug m-3,R
TH2,NO2,10/01/2019 01:00,40.5,ug m-3,R
TH2,NO2,10/01/2019 02:00,36.3,ug m-3,R
TH2,NO2,10/01/2019 03:00,31.5,ug m-3,R
TH2,NO2,10/01/2019 04:00,33.8,ug m-3,R
TH2,NO2,10/01/2019 05:00,47.7,ug m-3,R
TH2,NO2,10/01/2019 06:00,50,ug m-3,R
TH2,NO2,10/01/2019 07:00,58.3,ug m-3,R
TH2,NO2,10/01/2019 08:00,63.2,ug m-3,R
TH2,NO2,10/01/2019 09:00,62.3,ug m-3,R
TH2,NO2,10/01/2019 10:00,68.9,ug m-3,R
TH2,NO2,10/01/2019 11:00,73,ug m-3,R
TH2,NO2,10/01/2019 12:00,81.3,ug m-3,R
TH2,NO2,10/01/2019 13:00,79,ug m-3,R
TH2,NO2,10/01/2019 14:00,85,ug m-3,R
TH2,NO2,10/01/2019 15:00,88.7,ug m-3,R
TH2,NO2,10/01/2019 16:00,92.4,ug m-3,R
TH2,NO2,10/01/2019 17:00,90.2,ug m-3,R
TH2,NO2,10/01/2019 18:00,82.4,ug m-3,R
TH2,NO2,10/01/2019 19:00,76.3,ug m-3,R
TH2,NO2,10/01/2019 20:00,70.5,ug m-3,R
TH2,NO2,10/01/2019 21:00,69.2,ug m-3,R
TH2,NO2,10/01/2019 22:00,65.1,ug m-3,R
TH2,NO2,10/01/2019 23:00,54.4,ug m-3,R
TH2,NO2,11/01/2019 00:00,49.6,ug m-3,R
TH2,NO2,11/01/2019 01:00,50.1,ug m-3,R
TH2,NO2,11/01/2019 02:00,40.3,ug m-3,R
TH2,NO2,11/01/2019 03:00,45.6,ug m-3,R
TH2,NO2,11/01/2019 04:00,40.2,ug m-3,R
TH2,NO2,11/01/2019 05:00,40.9,ug m-3,R
TH2,NO2,11/01/2019 06:00,44.8,ug m-3,R
TH2,NO2,11/01/2019 07:00,50.9,ug m-3,R
TH2,NO2,11/01/2019 08:00,55.1,ug m-3,R
TH2,NO2,11/01/2019 09:00,54.4,ug m-3,R
TH2,NO2,11/01/2019 10:00,58.4,ug m-3,R
TH2,NO2,11/01/2019 11:00,71.3,ug m-3,R
TH2,NO2,11/01/2019 12:00,71.9,ug m-3,R
TH2,NO2,11/01/2019 13:00,87.9,ug m-3,R
TH2,NO2,11/01/2019 14:00,96.2,ug m-3,R
TH2,NO2,11/01/2019 15:00,90.9,ug m-3,R
TH2,NO2,11/01/2019 16:00,95.2,ug m-3,R
TH2,NO2,11/01/2019 17:00,80.9,ug m-3,R
TH2,NO2,11/01/2019 18:00,85.9,ug m-3,R
TH2,NO2,11/01/2019 19:00,79.5,ug m-3,R
TH2,NO2,11/01/2019 20:00,79.9,ug m-3,R
TH2,NO2,11/01/2019 21:00,78.9,ug m-3,R
TH2,NO2,11/01/2019 22:00,82.5,ug m-3,R
TH2,NO2,11/01/2019 23:00,79.6,ug m-3,R
TH2,NO2,12/01/2019 00:00,81,ug m-3,R
TH2,NO2,12/01/2019 01:00,72.7,ug m-3,R
TH2,NO2,12/01/2019 02:00,63.5,ug m-3,R
TH2,NO2,12/01/2019 03:00,58.2,ug m-3,R
TH2,NO2,12/01/2019 04:00,50.2,ug m-3,R
TH2,NO2,12/01/2019 05:00,48.4,ug m-3,R
TH2,NO2,12/01/2019 06:00,46.4,ug m-3,R
TH2,NO2,12/01/2019 07:00,45.3,ug m-3,R
TH2,NO2,12/01/2019 08:00,42.9,ug m-3,R
TH2,NO2,12/01/2019 09:00,43.2,ug m-3,R
TH2,NO2,12/01/2019 10:00,47.8,ug m-3,R
TH2,NO2,12/01/2019 11:00,43.5,ug m-3,R
TH2,NO2,12/01/2019 12:00,50.6,ug m-3,R
TH2,NO2,12/01/2019 13:00,50.3,ug m-3,R
TH2,NO2,12/01/2019 14:00,45,ug m-3,R
TH2,NO2,12/01/2019 15:00,46.2,ug m-3,R
TH2,NO2,12/01/2019 16:00,55.1,ug m-3,R
TH2,NO2,12/01/2019 17:00,57.2,ug m-3,R
TH2,NO2,12/01/2019 18:00,59.6,ug m-3,R
TH2,NO2,12/01/2019 19:00,64.6,ug m-3,R
TH2,NO2,12/01/2019 20:00,60.2,ug m-3,R
TH2,NO2,12/01/2019 21:00,52.5,ug m-3,R
TH2,NO2,12/01/2019 22:00,44.7,ug m-3,R
TH2,NO2,12/01/2019 23:00,41,ug m-3,R
TH2,NO2,13/01/2019 00:00,40.9,ug m-3,R
TH2,NO2,13/01/2019 01:00,43.6,ug m-3,R
TH2,NO2,13/01/2019 02:00,38.6,ug m-3,R
TH2,NO2,13/01/2019 03:00,33.6,ug m-3,R
TH2,NO2,13/01/2019 04:00,31.5,ug m-3,R
TH2,NO2,13/01/2019 05:00,28.4,ug m-3,R
TH2,NO2,13/01/2019 06:00,28.3,ug m-3,R
TH2,NO2,13/01/2019 07:00,29.6,ug m-3,R
TH2,NO2,13/01/2019 08:00,32,ug m-3,R
TH2,NO2,13/01/2019 09:00,31.1,ug m-3,R
TH2,NO2,13/01/2019 10:00,35.6,ug m-3,R
TH2,NO2,13/01/2019 11:00,36.7,ug m-3,R
TH2,NO2,13/01/2019 12:00,42.1,ug m-3,R
TH2,NO2,13/01/2019 13:00,43.2,ug m-3,R
TH2,NO2,13/01/2019 14:00,42,ug m-3,R
TH2,NO2,13/01/2019 15:00,43.1,ug m-3,R
TH2,NO2,13/01/2019 16:00,39.5,ug m-3,R
TH2,NO2,13/01/2019 17:00,44.5,ug m-3,R
TH2,NO2,13/01/2019 18:00,42,ug m-3,R
TH2,NO2,13/01/2019 19:00,42.1,ug m-3,R
TH2,NO2,13/01/2019 20:00,41.1,ug m-3,R
TH2,NO2,13/01/2019 21:00,42.1,ug m-3,R
TH2,NO2,13/01/2019 22:00,50.5,ug m-3,R
TH2,NO2,13/01/2019 23:00,42.1,ug m-3,R
TH2,NO2,14/01/2019 00:00,36.2,ug m-3,R
TH2,NO2,14/01/2019 01:00,29.6,ug m-3,R
TH2,NO2,14/01/2019 02:00,27.6,ug m-3,R
TH2,NO2,14/01/2019 03:00,21.3,ug m-3,R
TH2,NO2,14/01/2019 04:00,22.2,ug m-3,R
TH2,NO2,14/01/2019 05:00,27.6,ug m-3,R
TH2,NO2,14/01/2019 06:00,35,ug m-3,R
TH2,NO2,14/01/2019 07:00,51.9,ug m-3,R
TH2,NO2,14/01/2019 08:00,62.8,ug m-3,R
TH2,NO2,14/01/2019 09:00,57.9,ug m-3,R
TH2,NO2,14/01/2019 10:00,54.6,ug m-3,R
TH2,NO2,14/01/2019 11:00,63.3,ug m-3,R
TH2,NO2,14/01/2019 12:00,63.2,ug m-3,R
TH2,NO2,14/01/2019 13:00,69,ug m-3,R
TH2,NO2,14/01/2019 14:00,65.1,ug m-3,R
TH2,NO2,14/01/2019 15:00,70,ug m-3,R
TH2,NO2,14/01/2019 16:00,76.6,ug m-3,R
TH2,NO2,14/01/2019 17:00,73.4,ug m-3,R
TH2,NO2,14/01/2019 18:00,67.7,ug m-3,R
TH2,NO2,14/01/2019 19:00,72.2,ug m-3,R
TH2,NO2,14/01/2019 20:00,71.8,ug m-3,R
TH2,NO2,14/01/2019 21:00,68.1,ug m-3,R
TH2,NO2,14/01/2019 22:00,65,ug m-3,R
TH2,NO2,14/01/2019 23:00,66.2,ug m-3,R
TH2,NO2,15/01/2019 00:00,58.9,ug m-3,R
TH2,NO2,15/01/2019 01:00,54.6,ug m-3,R
TH2,NO2,15/01/2019 02:00,50,ug m-3,R
TH2,NO2,15/01/2019 03:00,43.4,ug m-3,R
TH2,NO2,15/01/2019 04:00,32.2,ug m-3,R
TH2,NO2,15/01/2019 05:00,29.7,ug m-3,R
TH2,NO2,15/01/2019 06:00,33.4,ug m-3,R
TH2,NO2,15/01/2019 07:00,47,ug m-3,R
TH2,NO2,15/01/2019 08:00,47.1,ug m-3,R
TH2,NO2,15/01/2019 09:00,50,ug m-3,R
TH2,NO2,15/01/2019 10:00,45.3,ug m-3,R
TH2,NO2,15/01/2019 11:00,42.9,ug m-3,R
TH2,NO2,15/01/2019 12:00,44.9,ug m-3,R
TH2,NO2,15/01/2019 13:00,53.5,ug m-3,R
TH2,NO2,15/01/2019 14:00,46.9,ug m-3,R
TH2,NO2,15/01/2019 15:00,50.1,ug m-3,R
TH2,NO2,15/01/2019 16:00,50.6,ug m-3,R
TH2,NO2,15/01/2019 17:00,47.3,ug m-3,R
TH2,NO2,15/01/2019 18:00,42.9,ug m-3,R
TH2,NO2,15/01/2019 19:00,40.3,ug m-3,R
TH2,NO2,15/01/2019 20:00,40.8,ug m-3,R
TH2,NO2,15/01/2019 21:00,37.5,ug m-3,R
TH2,NO2,15/01/2019 22:00,35.4,ug m-3,R
TH2,NO2,15/01/2019 23:00,28.4,ug m-3,R
TH2,NO2,16/01/2019 00:00,22.5,ug m-3,R
TH2,NO2,16/01/2019 01:00,17.3,ug m-3,R
TH2,NO2,16/01/2019 02:00,14.8,ug m-3,R
TH2,NO2,16/01/2019 03:00,13.6,ug m-3,R
TH2,NO2,16/01/2019 04:00,12.2,ug m-3,R
TH2,NO2,16/01/2019 05:00,12.2,ug m-3,R
TH2,NO2,16/01/2019 06:00,13.2,ug m-3,R
TH2,NO2,16/01/2019 07:00,15.6,ug m-3,R
TH2,NO2,16/01/2019 08:00,18.5,ug m-3,R
TH2,NO2,16/01/2019 09:00,19.2,ug m-3,R
TH2,NO2,16/01/2019 10:00,17.4,ug m-3,R
TH2,NO2,16/01/2019 11:00,19.8,ug m-3,R
TH2,NO2,16/01/2019 12:00,20.7,ug m-3,R
TH2,NO2,16/01/2019 13:00,23,ug m-3,R
TH2,NO2,16/01/2019 14:00,22.8,ug m-3,R
TH2,NO2,16/01/2019 15:00,26.8,ug m-3,R
TH2,NO2,16/01/2019 16:00,81.7,ug m-3,R
TH2,NO2,16/01/2019 17:00,93.4,ug m-3,R
TH2,NO2,16/01/2019 18:00,98.7,ug m-3,R
TH2,NO2,16/01/2019 19:00,89.5,ug m-3,R
TH2,NO2,16/01/2019 20:00,81.5,ug m-3,R
TH2,NO2,16/01/2019 21:00,66.7,ug m-3,R
TH2,NO2,16/01/2019 22:00,60.7,ug m-3,R
TH2,NO2,16/01/2019 23:00,48.3,ug m-3,R
TH2,NO2,17/01/2019 00:00,45.1,ug m-3,R
TH2,NO2,17/01/2019 01:00,41.1,ug m-3,R
TH2,NO2,17/01/2019 02:00,45.8,ug m-3,R
TH2,NO2,17/01/2019 03:00,49.2,ug m-3,R
TH2,NO2,17/01/2019 04:00,44.6,ug m-3,R
TH2,NO2,17/01/2019 05:00,49.9,ug m-3,R
TH2,NO2,17/01/2019 06:00,60.6,ug m-3,R
TH2,NO2,17/01/2019 07:00,69.1,ug m-3,R
TH2,NO2,17/01/2019 08:00,77.8,ug m-3,R
TH2,NO2,17/01/2019 09:00,87.9,ug m-3,R
TH2,NO2,17/01/2019 10:00,87.5,ug m-3,R
TH2,NO2,17/01/2019 11:00,48.2,ug m-3,R
TH2,NO2,17/01/2019 12:00,36.3,ug m-3,R
TH2,NO2,17/01/2019 13:00,47.8,ug m-3,R
TH2,NO2,17/01/2019 14:00,78.3,ug m-3,R
TH2,NO2,17/01/2019 15:00,99,ug m-3,R
TH2,NO2,17/01/2019 16:00,115.2,ug m-3,R
TH2,NO2,17/01/2019 17:00,114.3,ug m-3,R
TH2,NO2,17/01/2019 18:00,106.3,ug m-3,R
TH2,NO2,17/01/2019 19:00,96.3,ug m-3,R
TH2,NO2,17/01/2019 20:00,95.6,ug m-3,R
TH2,NO2,17/01/2019 21:00,92.9,ug m-3,R
TH2,NO2,17/01/2019 22:00,93.6,ug m-3,R
TH2,NO2,17/01/2019 23:00,85.6,ug m-3,R
TH2,NO2,18/01/2019 00:00,91.5,ug m-3,R
TH2,NO2,18/01/2019 01:00,83.2,ug m-3,R
TH2,NO2,18/01/2019 02:00,73.9,ug m-3,R
TH2,NO2,18/01/2019 03:00,73.2,ug m-3,R
TH2,NO2,18/01/2019 04:00,66,ug m-3,R
TH2,NO2,18/01/2019 05:00,63.5,ug m-3,R
TH2,NO2,18/01/2019 06:00,82.4,ug m-3,R
TH2,NO2,18/01/2019 07:00,85.2,ug m-3,R
TH2,NO2,18/01/2019 08:00,74.4,ug m-3,R
TH2,NO2,18/01/2019 09:00,70.6,ug m-3,R
TH2,NO2,18/01/2019 10:00,76.7,ug m-3,R
TH2,NO2,18/01/2019 11:00,87,ug m-3,R
TH2,NO2,18/01/2019 12:00,70.9,ug m-3,R
TH2,NO2,18/01/2019 13:00,57.8,ug m-3,R
TH2,NO2,18/01/2019 14:00,47.2,ug m-3,R
TH2,NO2,18/01/2019 15:00,42.1,ug m-3,R
TH2,NO2,18/01/2019 16:00,39.3,ug m-3,R
TH2,NO2,18/01/2019 17:00,37.4,ug m-3,R
TH2,NO2,18/01/2019 18:00,34.2,ug m-3,R
TH2,NO2,18/01/2019 19:00,34.9,ug m-3,R
TH2,NO2,18/01/2019 20:00,31.7,ug m-3,R
TH2,NO2,18/01/2019 21:00,35.3,ug m-3,R
TH2,NO2,18/01/2019 22:00,28.8,ug m-3,R
TH2,NO2,18/01/2019 23:00,30,ug m-3,R
TH2,NO2,19/01/2019 00:00,23.6,ug m-3,R
TH2,NO2,19/01/2019 01:00,20.4,ug m-3,R
TH2,NO2,19/01/2019 02:00,20,ug m-3,R
TH2,NO2,19/01/2019 03:00,19.6,ug m-3,R
TH2,NO2,19/01/2019 04:00,20.8,ug m-3,R
TH2,NO2,19/01/2019 05:00,21.5,ug m-3,R
TH2,NO2,19/01/2019 06:00,23.3,ug m-3,R
TH2,NO2,19/01/2019 07:00,34.1,ug m-3,R
TH2,NO2,19/01/2019 08:00,44.1,ug m-3,R
TH2,NO2,19/01/2019 09:00,40.5,ug m-3,R
TH2,NO2,19/01/2019 10:00,43.9,ug m-3,R
TH2,NO2,19/01/2019 11:00,47.8,ug m-3,R
TH2,NO2,19/01/2019 12:00,34.8,ug m-3,R
TH2,NO2,19/01/2019 13:00,35.3,ug m-3,R
TH2,NO2,19/01/2019 14:00,38.3,ug m-3,R
TH2,NO2,19/01/2019 15:00,39.7,ug m-3,R
TH2,NO2,19/01/2019 16:00,39.3,ug m-3,R
TH2,NO2,19/01/2019 17:00,41.9,ug m-3,R
TH2,NO2,19/01/2019 18:00,34.1,ug m-3,R
TH2,NO2,19/01/2019 19:00,33.9,ug m-3,R
TH2,NO2,19/01/2019 20:00,57.7,ug m-3,R
